,Portfolio,AssetType,AssetNumber,Ticker,Name,Units,CurrentMarketValue,AverageCost,LastPrice,CurrentWeight,PostTradeMarketValue,PostTradeWeight,IndicativeYield,OptPC,OptStrike,OptExpiryYYYYMMDD,symbol,max_date,VALUE_DATE,EXPIRY,STRIKE,RISK_MULTIPLIER,RISK_UNITS
122,BDOP_Portfolio,OP,4,WYNN US O1822D700000 Equity,Wynn Resorts Ltd,200.0,114142.4951,3.5396,4.45,0.2,114142.0,0.2,0.0,P,70.0,20220318,WYNN,2050-12-31,2021-08-24,2022-03-18,70.0,100.0,20000.0
123,BDOP_Portfolio,OP,5,TAL US T2021D250000 Equity,TAL Education Group,25.0,63483.7598,0.0,19.800003,0.1,63484.0,0.1,0.0,P,25.0,20210820,TAL,2050-12-31,2021-08-24,2021-08-20,25.0,100.0,2500.0
124,BDOP_Portfolio,OP,6,TAL US K1921D325000 Equity,TAL Education Group,5100.0,32703.75,1.9619,0.05,0.1,32704.0,0.1,0.0,C,32.5,20211119,TAL,2050-12-31,2021-08-24,2021-11-19,32.5,100.0,510000.0
125,BDOP_Portfolio,OP,7,BABA US I1721C230000 Equity,Alibaba Group Holding Ltd,280.0,6104.7006,6.5473,0.17,0.0,6105.0,0.0,0.0,C,230.0,20210917,BABA,2050-12-31,2021-08-24,2021-09-17,230.0,100.0,28000.0
126,BDOP_Portfolio,OP,8,BABA US I1721C225000 Equity,Alibaba Group Holding Ltd,-140.0,-4488.75,13.0,0.22,-0.0,-4489.0,-0.0,0.0,C,225.0,20210917,BABA,2050-12-31,2021-08-24,2021-09-17,225.0,100.0,-14000.0
127,BDOP_Portfolio,OP,9,WYNN US O1822D500000 Equity,Wynn Resorts Ltd,-200.0,-35397.0029,0.8401,0.93,-0.1,-35397.0,-0.1,0.0,P,50.0,20220318,WYNN,2050-12-31,2021-08-24,2022-03-18,50.0,100.0,-20000.0
128,BDOP_Portfolio,OP,10,SPY US U0721C400000 Equity,SPDR S&P 500 ETF Trust,-1000.0,-61560.0024,1.923,0.47,-0.1,-61560.0,-0.1,0.0,P,400.0,20210907,SPY,2050-12-31,2021-08-24,2021-09-07,400.0,100.0,-100000.0
129,BDOP_Portfolio,OP,11,SPY US U1721C410000 Equity,SPDR S&P 500 ETF Trust,-3000.0,-681007.6761,3.1994,1.76,-1.1,-681008.0,-1.1,0.0,P,410.0,20210917,SPY,2050-12-31,2021-08-24,2021-09-17,410.0,100.0,-300000.0
130,BDOP_Portfolio,OP,12,TAL US U1721E750000 Equity,TAL Education Group,-4000.0,-1385099.9022,2.45,2.55,-2.2,-1385100.0,-2.2,0.0,P,750000.0,20210917,TAL,2050-12-31,2021-08-24,2021-09-17,750000.0,100.0,-400000.0
131,BDOP_Portfolio,OP,13,EDU US U1721E450000 Equity,New Oriental Education & Technology Group Inc,-5000.0,-1763437.5,2.3,2.650001,-2.8,-1763438.0,-2.8,0.0,P,450000.0,20210917,EDU,2050-12-31,2021-08-24,2021-09-17,450000.0,100.0,-500000.0
132,BDOP_Portfolio,CA,1,EUR Curncy,EURUSD Spot Exchange Rate - Price of 1 EUR in USD,1519329.0,2280394.7995,1.0,0.0,3.7,2280395.0,3.7,0.0,,0.0,,EUR,2050-12-31,2021-08-24,,1.0,1.0,1519329.0
133,BDOP_Portfolio,CA,2,OPXBCI56 Curncy,#N/A Field Not Applicable,70000000.0,132480.3168,1.04,0.189258,0.2,132480.0,0.2,0.0,,0.0,,OPXBCI56,2050-12-31,2021-08-24,,1.0,1.0,70000000.0
134,BDOP_Portfolio,CA,3,USD Curncy,USDUSD Spot Exchange Rate - Price of 1 USD in USD,66284.0,85008.7811,1.0,0.0,0.1,85009.0,0.1,0.0,,0.0,,USD,2050-12-31,2021-08-24,,1.0,1.0,66284.0
135,BDOP_Portfolio,CA,4,BRL Curncy,USDBRL Spot Exchange Rate - Price of 1 USD in BRL,67909.0,16195.794,1.0,0.0,0.0,16196.0,0.0,0.0,,0.0,,BRL,2050-12-31,2021-08-24,,1.0,1.0,67909.0
136,BDOP_Portfolio,CA,5,USD/CAD 8/23/2021 Curncy,USD/CAD R  8/23/2021,633000.0,0.0,1.2841,1.28276,0.0,0.0,0.0,0.0,,0.0,,USD/CAD,2050-12-31,2021-08-24,,1.0,1.0,633000.0
137,BDOP_Portfolio,CA,6,USD/CAD 8/23/2021 Curncy,USD/CAD R  8/23/2021,-492952.0,0.0,1.2841,1.28276,0.0,0.0,0.0,0.0,,0.0,,USD/CAD,2050-12-31,2021-08-24,,1.0,1.0,-492952.0
138,BDOP_Portfolio,CA,7,CAD Curncy,USDCAD Spot Exchange Rate - Price of 1 USD in CAD,-4164234.0,-4164233.86,1.0,0.0,-6.7,-4164234.0,-6.7,0.0,,0.0,,CAD,2050-12-31,2021-08-24,,1.0,1.0,-4164234.0
