Date,FundName,Class,NAV,AdjustedNAV,Dividend,DivYield,SharesOustanding,AUM
2020-12-07,Black Diamond Global Enhanced Income Fund,A,20.6573346,20.328674460324407,0.0,0.0,183682.603,3794392.9903699635
2020-12-08,Black Diamond Global Enhanced Income Fund,A,20.72651878,20.396757913502558,0.0,0.0,183682.603,3807100.9206387843
2020-12-09,Black Diamond Global Enhanced Income Fund,A,20.63181714,20.303562985517086,0.0,0.0,196950.641,4063449.6107177865
2020-12-10,Black Diamond Global Enhanced Income Fund,A,20.5750813,20.247729818076742,0.0,0.0,196950.641,4052275.4506621137
2020-12-11,Black Diamond Global Enhanced Income Fund,A,20.55482672,20.227797490352785,0.0,0.0,210316.312,4323015.349549457
2020-12-14,Black Diamond Global Enhanced Income Fund,A,20.53308438,20.20640107303059,0.0,0.0,210316.312,4318442.580786406
2020-12-15,Black Diamond Global Enhanced Income Fund,A,20.55735648,20.230287001632846,0.0,0.0,210316.312,4323547.399342902
2020-12-16,Black Diamond Global Enhanced Income Fund,A,20.66612085,20.337320920259124,0.0,0.0,210316.312,4346422.320518305
2020-12-17,Black Diamond Global Enhanced Income Fund,A,20.75802677,20.42776460841319,0.0,0.0,212735.733,4415974.040549573
2020-12-18,Black Diamond Global Enhanced Income Fund,A,20.80645544,20.475422773710882,0.0,0.0,212735.733,4426276.549160237
2020-12-21,Black Diamond Global Enhanced Income Fund,A,20.76053589,20.4302338080776,0.0,0.0,212735.733,4416507.820031958
2020-12-22,Black Diamond Global Enhanced Income Fund,A,20.86867856,20.53665591800945,0.0,0.0,212735.733,4439513.630202984
2020-12-23,Black Diamond Global Enhanced Income Fund,A,20.80702549,20.475983754161675,0.0,0.0,212735.733,4426397.819164835
2020-12-24,Black Diamond Global Enhanced Income Fund,A,20.75091738,20.420768329477887,0.0,0.0,212735.733,4414461.6192567395
2020-12-29,Black Diamond Global Enhanced Income Fund,A,20.83516914,20.503679636038676,0.0,0.0,212735.733,4432384.97917688
2020-12-30,Black Diamond Global Enhanced Income Fund,A,20.75379302,20.423598217774565,0.0,0.0,212735.733,4415073.370639984
2020-12-31,Black Diamond Global Enhanced Income Fund,A,20.70282104,20.424806699860667,0.0522,0.0,213270.921,4415309.710498977
2021-01-04,Black Diamond Global Enhanced Income Fund,A,20.57906405,20.302711619503125,0.0,0.0,217135.133,4468437.809512269
2021-01-05,Black Diamond Global Enhanced Income Fund,A,20.59272006,20.316184245480162,0.0,0.0,217485.621,4478620.510328257
2021-01-06,Black Diamond Global Enhanced Income Fund,A,20.56794803,20.29174487447195,0.0,0.0,217485.621,4473232.950000277
2021-01-07,Black Diamond Global Enhanced Income Fund,A,20.64618135,20.36892761374217,0.0,0.0,221375.177,4570552.050730349
2021-01-08,Black Diamond Global Enhanced Income Fund,A,20.75331034,20.47461798842462,0.0,0.0,221554.387,4597986.950599461
2021-01-11,Black Diamond Global Enhanced Income Fund,A,20.70709591,20.429024163425098,0.0,0.0,221554.387,4587747.940890257
2021-01-12,Black Diamond Global Enhanced Income Fund,A,20.71950979,20.44127133973529,0.0,0.0,221554.387,4590498.290463949
2021-01-13,Black Diamond Global Enhanced Income Fund,A,20.74991022,20.471263528004847,0.0,0.0,221554.387,4597233.639097135
2021-01-14,Black Diamond Global Enhanced Income Fund,A,20.67916335,20.40146670458748,0.0,0.0,221554.387,4581559.359682116
2021-01-15,Black Diamond Global Enhanced Income Fund,A,20.69921554,20.421249617450783,0.0,0.0,221554.387,4586002.010345574
2021-01-18,Black Diamond Global Enhanced Income Fund,A,20.71870538,20.440477732007828,0.0,0.0,221554.387,4590320.069899501
2021-01-19,Black Diamond Global Enhanced Income Fund,A,20.8050917,20.525703986154703,0.0,0.0,222745.234,4634235.019107957
2021-01-20,Black Diamond Global Enhanced Income Fund,A,20.87976802,20.599377491717547,0.0,0.0,224427.514,4685994.429625303
2021-01-21,Black Diamond Global Enhanced Income Fund,A,20.84411001,20.564198326513708,0.0,0.0,224427.514,4677991.791086815
2021-01-22,Black Diamond Global Enhanced Income Fund,A,20.90154124,20.620858323188497,0.0,0.0,224427.514,4690880.939261678
2021-01-25,Black Diamond Global Enhanced Income Fund,A,20.93958502,20.65839122032994,0.0,0.0,224427.514,4699419.01023024
2021-01-26,Black Diamond Global Enhanced Income Fund,A,20.86181857,20.59054822222007,0.009,0.0,224427.514,4681966.079184135
2021-01-27,Black Diamond Global Enhanced Income Fund,A,20.66146328,20.39279819163288,0.0,0.0,225144.925,4651823.6005658535
2021-01-28,Black Diamond Global Enhanced Income Fund,A,20.76798951,20.497939240021662,0.0,0.0,225144.925,4675807.4406297365
2021-01-29,Black Diamond Global Enhanced Income Fund,A,20.49566305,20.229153894774722,0.0,0.0,225144.925,4614494.520217521
2021-02-01,Black Diamond Global Enhanced Income Fund,A,20.80234733,20.53185029850137,0.0,0.0,225144.925,4683542.9294368
2021-02-02,Black Diamond Global Enhanced Income Fund,A,20.97923172,20.706434625837556,0.0,0.0,229567.513,4816150.050611113
2021-02-03,Black Diamond Global Enhanced Income Fund,A,20.95928961,20.686751827033124,0.0,0.0,229567.513,4811571.990014439
2021-02-04,Black Diamond Global Enhanced Income Fund,A,21.12048058,20.84584679900955,0.0,0.0,229567.513,4848576.200115398
2021-02-05,Black Diamond Global Enhanced Income Fund,A,21.13729254,20.86244014977274,0.0,0.0,229567.513,4852435.679961253
2021-02-08,Black Diamond Global Enhanced Income Fund,A,21.17411186,20.898780700881723,0.0,0.0,229567.513,4860888.199684004
2021-02-09,Black Diamond Global Enhanced Income Fund,A,21.14158139,20.866673231009,0.0,0.0,229567.513,4853420.260589383
2021-02-10,Black Diamond Global Enhanced Income Fund,A,21.10829352,20.83381820975809,0.0,0.0,229614.813,4846776.869343911
2021-02-11,Black Diamond Global Enhanced Income Fund,A,21.09485271,20.820552173265536,0.0,0.0,229614.813,4843690.660269193
2021-02-12,Black Diamond Global Enhanced Income Fund,A,21.11254935,20.83801870035993,0.0,0.0,229614.813,4847754.070953521
2021-02-16,Black Diamond Global Enhanced Income Fund,A,21.16209293,20.886918055402663,0.0,0.0,229614.813,4859130.010810572
2021-02-17,Black Diamond Global Enhanced Income Fund,A,21.14240194,20.86748311123527,0.0,0.0,230187.581,4866718.359098307
2021-02-18,Black Diamond Global Enhanced Income Fund,A,21.09308373,20.818806195661914,0.0,0.0,230187.581,4855365.919639157
2021-02-19,Black Diamond Global Enhanced Income Fund,A,21.03012443,20.756665567876404,0.0,0.0,230187.581,4840873.470670704
2021-02-22,Black Diamond Global Enhanced Income Fund,A,20.943856,20.671518903312624,0.0,0.0,230187.581,4821015.5494523365
2021-02-23,Black Diamond Global Enhanced Income Fund,A,20.95818731,20.693757234237996,0.0082,0.0,230187.581,4824314.439033797
2021-02-24,Black Diamond Global Enhanced Income Fund,A,20.92039165,20.656438443209986,0.0,0.0,230275.328,4817450.049092211
2021-02-25,Black Diamond Global Enhanced Income Fund,A,20.72556359,20.464068534666712,0.0,0.0,233812.545,4845896.769537237
2021-02-26,Black Diamond Global Enhanced Income Fund,A,20.74457763,20.482842673955673,0.0,0.0,233812.545,4850342.490620368
2021-03-01,Black Diamond Global Enhanced Income Fund,A,20.94405268,20.679800941287212,0.0,0.0,233812.545,4896982.25972487
2021-03-02,Black Diamond Global Enhanced Income Fund,A,20.83077296,20.567950474900556,0.0,0.0,233812.545,4870496.0400947835
2021-03-03,Black Diamond Global Enhanced Income Fund,A,20.70817663,20.446900946460755,0.0,0.0,233812.545,4841831.480169823
2021-03-04,Black Diamond Global Enhanced Income Fund,A,20.57433819,20.314751150058864,0.0,0.0,250714.062,5158275.900576628
2021-03-05,Black Diamond Global Enhanced Income Fund,A,20.66705349,20.406296658347365,0.0,0.0,250714.062,5181520.930049176
2021-03-08,Black Diamond Global Enhanced Income Fund,A,20.56009954,20.30069214953153,0.0,0.0,250714.062,5154706.070797731
2021-03-09,Black Diamond Global Enhanced Income Fund,A,20.75834984,20.49644111957043,0.0,0.0,251686.82,5224603.059677109
2021-03-10,Black Diamond Global Enhanced Income Fund,A,20.77677725,20.514636030387635,0.0,0.0,251617.038,5227791.150830785
2021-03-11,Black Diamond Global Enhanced Income Fund,A,20.88406283,20.62056798501785,0.0,0.0,251617.038,5254786.030690498
2021-03-12,Black Diamond Global Enhanced Income Fund,A,20.77408236,20.51197514189532,0.0,0.0,251617.038,5227113.07059125
2021-03-15,Black Diamond Global Enhanced Income Fund,A,20.8147116,20.55209176155977,0.0,0.0,251617.038,5237336.07961624
2021-03-16,Black Diamond Global Enhanced Income Fund,A,20.83249045,20.569646295277884,0.0,0.0,251617.038,5241809.541192288
2021-03-17,Black Diamond Global Enhanced Income Fund,A,20.82163776,20.55893053399202,0.0,0.0,251617.038,5239078.819480156
2021-03-18,Black Diamond Global Enhanced Income Fund,A,20.74906636,20.487274769515086,0.0,0.0,251617.038,5220818.618768642
2021-03-19,Black Diamond Global Enhanced Income Fund,A,20.74412795,20.48239866758167,0.0,0.0,251617.038,5219576.030672012
2021-03-22,Black Diamond Global Enhanced Income Fund,A,20.78806375,20.525780128279763,0.0,0.0,252822.2,5255684.01101525
2021-03-23,Black Diamond Global Enhanced Income Fund,A,20.71829282,20.45688950018913,0.0,0.0,252822.2,5238044.370996604
2021-03-24,Black Diamond Global Enhanced Income Fund,A,20.55406819,20.29473689725476,0.0,0.0,252822.2,5196524.738745818
2021-03-25,Black Diamond Global Enhanced Income Fund,A,20.60377483,20.343816387092076,0.0,0.0,252822.2,5209091.680825226
2021-03-26,Black Diamond Global Enhanced Income Fund,A,20.72112636,20.467783829685143,0.0082,0.0,252376.143,5229517.949352429
2021-03-29,Black Diamond Global Enhanced Income Fund,A,20.70021982,20.447132899136662,0.0,0.0,252473.672,5226260.509162579
2021-03-30,Black Diamond Global Enhanced Income Fund,A,20.75878601,20.504983041827856,0.0,0.0,252473.672,5241046.930206929
2021-03-31,Black Diamond Global Enhanced Income Fund,A,20.73432817,20.480824230508247,0.0,0.0,252473.672,5234871.969532941
2021-04-01,Black Diamond Global Enhanced Income Fund,A,20.9722567,20.71584377695315,0.0,0.0,252473.672,5294942.659175602
2021-04-05,Black Diamond Global Enhanced Income Fund,A,21.05661845,20.799174095609338,0.0,0.0,252473.672,5316241.779974448
2021-04-06,Black Diamond Global Enhanced Income Fund,A,21.22088607,20.961433331809317,0.0,0.0,252473.672,5357715.029186549
2021-04-07,Black Diamond Global Enhanced Income Fund,A,21.18977063,20.930698318247753,0.0,0.0,252473.672,5349859.199793854
2021-04-08,Black Diamond Global Enhanced Income Fund,A,21.27454866,21.01443982734333,0.0,0.0,252473.672,5371263.42033288
2021-04-09,Black Diamond Global Enhanced Income Fund,A,21.27885465,21.018693171054554,0.0,0.0,252473.672,5372350.569439774
2021-04-12,Black Diamond Global Enhanced Income Fund,A,21.33663573,21.07576780272944,0.0,0.0,252473.672,5386938.770879501
2021-04-13,Black Diamond Global Enhanced Income Fund,A,21.38213996,21.120715684750667,0.0,0.0,252473.672,5398427.390919133
2021-04-14,Black Diamond Global Enhanced Income Fund,A,21.28660038,21.02634419950198,0.0,0.0,251219.0,5347598.46086322
2021-04-15,Black Diamond Global Enhanced Income Fund,A,21.43724834,21.175150293634747,0.0,0.0,251219.0,5385444.09072646
2021-04-16,Black Diamond Global Enhanced Income Fund,A,21.43988735,21.17775703832931,0.0,0.0,251219.0,5386107.06017965
2021-04-19,Black Diamond Global Enhanced Income Fund,A,21.40464891,21.142949433767445,0.0,0.0,250519.37,5362279.160004387
2021-04-20,Black Diamond Global Enhanced Income Fund,A,21.28904615,21.02876006680511,0.0,0.0,250519.37,5333318.429398926
2021-04-21,Black Diamond Global Enhanced Income Fund,A,21.2936966,21.033353659047975,0.0,0.0,250539.385,5334909.650540591
2021-04-22,Black Diamond Global Enhanced Income Fund,A,21.26907229,21.009030413039106,0.0,0.0,250539.385,5328740.2910571415
2021-04-23,Black Diamond Global Enhanced Income Fund,A,21.37956585,21.11817304656978,0.0,0.0,250539.385,5356423.279626003
2021-04-26,Black Diamond Global Enhanced Income Fund,A,21.38758535,21.126094497825395,0.0,0.0,248072.582,5305673.520519873
2021-04-27,Black Diamond Global Enhanced Income Fund,A,21.30927871,21.10109726418198,0.053,0.002479,248072.582,5286247.79014733
2021-04-28,Black Diamond Global Enhanced Income Fund,A,21.3101178,21.101928156674607,0.0,0.0,248674.859,5299290.539188391
2021-04-29,Black Diamond Global Enhanced Income Fund,A,21.24226312,21.034736384395707,0.0,0.0,245624.662,5217623.698965066
2021-04-30,Black Diamond Global Enhanced Income Fund,A,21.13095468,20.924515374537584,0.0,0.0,245624.662,5190283.601012318
2021-05-03,Black Diamond Global Enhanced Income Fund,A,21.11090743,20.904663976567424,0.0,0.0,244611.246,5163965.370642958
2021-05-04,Black Diamond Global Enhanced Income Fund,A,20.90824065,20.70397715393031,0.0,0.0,246695.477,5157968.40038254
2021-05-05,Black Diamond Global Enhanced Income Fund,A,20.81826916,20.614884642291123,0.0,0.0,246695.477,5135772.840740589
2021-05-06,Black Diamond Global Enhanced Income Fund,A,20.6663192,20.46441916061605,0.0,0.0,246433.346,5092870.189960043
2021-05-07,Black Diamond Global Enhanced Income Fund,A,20.7823035,20.579270349561714,0.0,0.0,246433.346,5121452.589092511
2021-05-10,Black Diamond Global Enhanced Income Fund,A,20.53936357,20.338703826309196,0.0,0.0,246433.346,5061584.0892656045
2021-05-11,Black Diamond Global Enhanced Income Fund,A,20.45608925,20.256243056527065,0.0,0.0,246433.346,5041062.5199521305
2021-05-12,Black Diamond Global Enhanced Income Fund,A,20.1536915,19.956799587695556,0.0,0.0,246433.346,4966541.630596759
2021-05-13,Black Diamond Global Enhanced Income Fund,A,20.14528756,19.948477750163857,0.0,0.0,246433.346,4964470.619542976
2021-05-14,Black Diamond Global Enhanced Income Fund,A,20.39747433,20.198200776218826,0.0,0.0,246433.346,5026617.849091008
2021-05-17,Black Diamond Global Enhanced Income Fund,A,20.30206505,20.103723599183226,0.0,0.0,246433.346,5003105.820981157
2021-05-18,Black Diamond Global Enhanced Income Fund,A,20.2998018,20.101482460051628,0.0,0.0,246433.346,5002548.080710823
2021-05-19,Black Diamond Global Enhanced Income Fund,A,20.29802468,20.099722701662785,0.0,0.0,246433.346,5002110.139082979
2021-05-20,Black Diamond Global Enhanced Income Fund,A,20.41769854,20.218227405374552,0.0,0.0,246433.346,5031601.768831515
2021-05-21,Black Diamond Global Enhanced Income Fund,A,20.32772057,20.12912847704186,0.0,0.0,246041.529,5001463.450127552
2021-05-25,Black Diamond Global Enhanced Income Fund,A,20.57017263,20.36921189655058,0.0,0.0,257110.169,5288800.561258474
2021-05-26,Black Diamond Global Enhanced Income Fund,A,20.59911987,20.447585905927436,0.0502,0.0,257110.169,5296243.191026958
2021-05-27,Black Diamond Global Enhanced Income Fund,A,20.53250926,20.381465305687385,0.0,0.0,257699.294,5291213.140350463
2021-05-28,Black Diamond Global Enhanced Income Fund,A,20.60231628,20.450758802074365,0.0,0.0,257699.294,5309202.360120706
2021-05-31,Black Diamond Global Enhanced Income Fund,A,20.60266529,20.451105244640946,0.0,0.0,257699.294,5309292.299751305
2021-06-01,Black Diamond Global Enhanced Income Fund,A,20.66143825,20.509445851236272,0.0,0.0,257699.294,5324438.050049596
2021-06-02,Black Diamond Global Enhanced Income Fund,A,20.64644578,20.494563670822657,0.0,0.0,257699.294,5320574.501115279
2021-06-03,Black Diamond Global Enhanced Income Fund,A,20.46409343,20.313552765244932,0.0,0.0,257699.294,5273582.429261038
2021-06-04,Black Diamond Global Enhanced Income Fund,A,20.52082591,20.36986790228852,0.0,0.0,257699.294,5288202.349303907
2021-06-07,Black Diamond Global Enhanced Income Fund,A,20.54636269,20.39521682525737,0.0,0.0,257699.294,5294783.159480941
2021-06-08,Black Diamond Global Enhanced Income Fund,A,20.56356732,20.412294892287658,0.0,0.0,257699.294,5299216.780485472
2021-06-09,Black Diamond Global Enhanced Income Fund,A,20.5950754,20.443571188391413,0.0,0.0,257699.294,5307336.390456767
2021-06-10,Black Diamond Global Enhanced Income Fund,A,20.71684966,20.56444963650934,0.0,0.0,257699.294,5338717.53128614
2021-06-11,Black Diamond Global Enhanced Income Fund,A,20.78392954,20.63103605464349,0.0,0.0,257699.294,5356003.969003744
2021-06-14,Black Diamond Global Enhanced Income Fund,A,20.83627544,20.682996880825776,0.0,0.0,257699.294,5369493.47047754
2021-06-15,Black Diamond Global Enhanced Income Fund,A,20.78961439,20.636679084999688,0.0,0.0,257699.294,5357468.950835241
2021-06-16,Black Diamond Global Enhanced Income Fund,A,20.71589869,20.563505662160356,0.0,0.0,254091.721,5263738.350203745
2021-06-17,Black Diamond Global Enhanced Income Fund,A,20.87954877,20.72595187784481,0.0,0.0,254091.721,5305320.480672733
2021-06-18,Black Diamond Global Enhanced Income Fund,A,20.90251303,20.748747205124783,0.0,0.0,254091.721,5311155.509017625
2021-06-21,Black Diamond Global Enhanced Income Fund,A,20.90265656,20.748889679270455,0.0,0.0,254091.721,5311191.97880234
2021-06-22,Black Diamond Global Enhanced Income Fund,A,20.87032068,20.716791672738307,0.0,0.0,254091.721,5302975.6994030895
2021-06-23,Black Diamond Global Enhanced Income Fund,A,20.88904695,20.73538018607961,0.0,0.0,254091.721,5307733.889575301
2021-06-24,Black Diamond Global Enhanced Income Fund,A,21.00503554,20.850515525506733,0.0,0.0,254091.721,5337205.630024765
2021-06-25,Black Diamond Global Enhanced Income Fund,A,20.94549031,20.841239042120957,0.0502,0.0,254091.721,5322075.680056724
2021-06-28,Black Diamond Global Enhanced Income Fund,A,20.96291234,20.85857435805078,0.0,0.0,254515.869,5335393.850985924
2021-06-29,Black Diamond Global Enhanced Income Fund,A,20.98684377,20.882386674968075,0.0,0.0,254515.869,5341484.779688787
2021-06-30,Black Diamond Global Enhanced Income Fund,A,20.88484069,20.78089129138674,0.0,0.0,255921.514,5344880.049033605
2021-07-02,Black Diamond Global Enhanced Income Fund,A,20.84404604,20.740299687193843,0.0,0.0,255921.514,5334439.820442504
2021-07-05,Black Diamond Global Enhanced Income Fund,A,20.84270356,20.738963889073336,0.0,0.0,255921.514,5334096.25092839
2021-07-06,Black Diamond Global Enhanced Income Fund,A,20.88008138,20.776155669736568,0.0,0.0,255921.514,5343662.039212809
2021-07-07,Black Diamond Global Enhanced Income Fund,A,20.82631666,20.722658551026594,0.0,0.0,255921.514,5329902.490670623
2021-07-08,Black Diamond Global Enhanced Income Fund,A,20.75271636,20.64942457926612,0.0,0.0,255921.514,5311066.59046377
2021-07-09,Black Diamond Global Enhanced Income Fund,A,20.84070845,20.73697870926566,0.0,0.0,255921.514,5333585.659356593
2021-07-12,Black Diamond Global Enhanced Income Fund,A,20.80139545,20.697861380507224,0.0,0.0,254455.413,5293027.670206071
2021-07-13,Black Diamond Global Enhanced Income Fund,A,20.7797783,20.676351824803756,0.0,0.0,254455.413,5287527.069374938
2021-07-14,Black Diamond Global Enhanced Income Fund,A,20.7579239,20.65460619995655,0.0,0.0,254455.413,5281966.098997071
2021-07-15,Black Diamond Global Enhanced Income Fund,A,20.73706406,20.63385018492009,0.0,0.0,254455.413,5276658.199794757
2021-07-16,Black Diamond Global Enhanced Income Fund,A,20.66917999,20.566303991964812,0.0,0.0,254455.413,5259384.730726786
2021-07-19,Black Diamond Global Enhanced Income Fund,A,20.55975135,20.45742000736764,0.0,0.0,254455.413,5231540.020941557
2021-07-20,Black Diamond Global Enhanced Income Fund,A,20.64259116,20.53984750163306,0.0,0.0,254455.413,5252619.059007948
2021-07-21,Black Diamond Global Enhanced Income Fund,A,20.74215859,20.638919358091293,0.0,0.0,254455.413,5277954.530529947
2021-07-22,Black Diamond Global Enhanced Income Fund,A,20.81170209,20.708116721622755,0.0,0.0,254455.413,5295650.250543914
2021-07-23,Black Diamond Global Enhanced Income Fund,A,20.59483058,20.492324638723755,0.0,0.0,254455.413,5240466.120898929
2021-07-26,Black Diamond Global Enhanced Income Fund,A,20.29107098,20.190076930924022,0.0,0.0,252893.126,5131472.370020083
2021-07-27,Black Diamond Global Enhanced Income Fund,A,20.22291959,20.1722148897595,0.0502,0.0,252400.299,5104270.951168957
2021-07-28,Black Diamond Global Enhanced Income Fund,A,20.32367906,20.272721726666635,0.0,0.0,252989.92,5141685.9394950755
2021-07-29,Black Diamond Global Enhanced Income Fund,A,20.26428488,20.213476465030254,0.0,0.0,252989.92,5126659.810648411
2021-07-30,Black Diamond Global Enhanced Income Fund,A,20.09433471,20.043952409191824,0.0,0.0,252989.92,5083664.130736123
2021-08-03,Black Diamond Global Enhanced Income Fund,A,20.06073876,20.01044069394173,0.0,0.0,254234.054,5100122.941189733
2021-08-04,Black Diamond Global Enhanced Income Fund,A,20.03178925,19.981563768724563,0.0,0.0,254234.054,5092762.989901119
2021-08-05,Black Diamond Global Enhanced Income Fund,A,20.04949675,19.999226870907744,0.0,0.0,254234.054,5097264.839412324
2021-08-06,Black Diamond Global Enhanced Income Fund,A,20.05377772,20.003497107279514,0.0,0.0,253701.907,5087681.650118112
2021-08-09,Black Diamond Global Enhanced Income Fund,A,20.1019856,20.05158411620085,0.0,0.0,253701.907,5099912.081206539
2021-08-10,Black Diamond Global Enhanced Income Fund,A,20.0527285,20.002450517977096,0.0,0.0,253701.907,5087415.4610032495
2021-08-11,Black Diamond Global Enhanced Income Fund,A,20.02728437,19.977070183759835,0.0,0.0,251015.831,5027165.428808861
2021-08-12,Black Diamond Global Enhanced Income Fund,A,19.96672708,19.916664728376155,0.0,0.0,251015.831,5011964.590336403
2021-08-13,Black Diamond Global Enhanced Income Fund,A,19.95703574,19.90699768736461,0.0,0.0,251015.831,5009531.9105728
2021-08-16,Black Diamond Global Enhanced Income Fund,A,19.84342848,19.79367527357773,0.0,0.0,251015.831,4981014.689796267
2021-08-17,Black Diamond Global Enhanced Income Fund,A,19.76956816,19.72000014273247,0.0,0.0,251015.831,4962474.580193541
2021-08-18,Black Diamond Global Enhanced Income Fund,A,19.92491047,19.874952964694995,0.0,0.0,251015.831,5001467.95922765
2021-08-19,Black Diamond Global Enhanced Income Fund,A,19.91859402,19.868652351859474,0.0,0.0,251015.831,4999882.430281931
2021-08-20,Black Diamond Global Enhanced Income Fund,A,19.95454578,19.90451397041349,0.0,0.0,251015.831,5008906.891194243
2021-08-23,Black Diamond Global Enhanced Income Fund,A,19.81738052,19.767692623336686,0.0,0.0,251015.831,4974476.239471013
2021-08-24,Black Diamond Global Enhanced Income Fund,A,19.99626181,19.946125406277766,0.0,0.0,250813.988,5015342.169658199
2021-08-25,Black Diamond Global Enhanced Income Fund,A,19.96477858,19.914721113828435,0.0,0.0,250678.713,5004744.999764368
2021-08-26,Black Diamond Global Enhanced Income Fund,A,19.97142637,19.97142637,0.0502,0.0,250678.713,5006411.459205861
2021-08-27,Black Diamond Global Enhanced Income Fund,A,19.98317552,19.98317552,0.0,0.0,251271.436,5021201.208750446
2021-08-30,Black Diamond Global Enhanced Income Fund,A,19.99200371,19.99200371,0.0,0.0,251271.436,5023419.480729027
