,Portfolio,AssetType,AssetNumber,Ticker,Name,Units,CurrentMarketValue,AverageCost,LastPrice,CurrentWeight,PostTradeMarketValue,PostTradeWeight,IndicativeYield,OptPC,OptStrike,OptExpiryYYYYMMDD,symbol,max_date,VALUE_DATE,EXPIRY,STRIKE,RISK_MULTIPLIER,RISK_UNITS
67,BDIN_Portfolio,OP,14,CRM US I1721C290000 Equity,salesforce.com Inc,-31.0,-3287.5499,2.08,0.74,-0.0,-3288.0,-0.0,0.0,C,290.0,20210917,CRM,2050-12-31,2021-08-18,2021-09-17,290.0,100.0,-3100.0
68,BDIN_Portfolio,OP,15,ABNB US V1521C110000 Equity,Airbnb Inc,-60.0,-5605.5001,3.5,0.67,-0.0,-5606.0,-0.0,0.0,P,110.0,20211015,ABNB,2050-12-31,2021-08-18,2021-10-15,110.0,100.0,-6000.0
69,BDIN_Portfolio,OP,16,PEP US I1721C155000 Equity,PepsiCo Inc,-13.0,-6647.0628,1.84,3.95,-0.0,-6647.0,-0.0,0.0,C,155.0,20210917,PEP,2050-12-31,2021-08-18,2021-09-17,155.0,100.0,-1300.0
70,BDIN_Portfolio,OP,17,FB US I1721C380000 Equity,Facebook Inc,-21.0,-7211.4007,3.8,2.61,-0.0,-7211.0,-0.0,0.0,C,380.0,20210917,FB,2050-12-31,2021-08-18,2021-09-17,380.0,100.0,-2100.0
71,BDIN_Portfolio,OP,18,AMT US J1521C300000 Equity,American Tower Corp,-16.0,-7272.0008,2.3,3.400001,-0.0,-7272.0,-0.0,0.0,C,300.0,20211015,AMT,2050-12-31,2021-08-18,2021-10-15,300.0,100.0,-1600.0
72,BDIN_Portfolio,OP,19,JKHY US I1721C185000 Equity,Jack Henry & Associates Inc,-25.0,-8206.2482,2.0,2.3,-0.0,-8206.0,-0.0,0.0,C,185.0,20210917,JKHY,2050-12-31,2021-08-18,2021-09-17,185.0,100.0,-2500.0
73,BDIN_Portfolio,OP,20,WDAY US U1721C200000 Equity,Workday Inc,-40.0,-8888.0012,3.7,1.469999,-0.0,-8888.0,-0.0,0.0,P,200.0,20210917,WDAY,2050-12-31,2021-08-18,2021-09-17,200.0,100.0,-4000.0
74,BDIN_Portfolio,OP,21,SPY US T2021C420000 Equity,SPDR S&P 500 ETF Trust,-800.0,-12120.0005,2.87,0.11,-0.0,-12120.0,-0.0,0.0,P,420.0,20210820,SPY,2050-12-31,2021-08-18,2021-08-20,420.0,100.0,-80000.0
75,BDIN_Portfolio,OP,22,CBOE US I1721C130000 Equity,Cboe Global Markets Inc,-44.0,-12498.75,1.75,1.75,-0.0,-12499.0,-0.0,0.0,C,130.0,20210917,CBOE,2050-12-31,2021-08-18,2021-09-17,130.0,100.0,-4400.0
76,BDIN_Portfolio,OP,23,MSFT US I1721C285000 Equity,Microsoft Corp,-17.0,-24252.6254,3.1,11.05,-0.1,-24253.0,-0.1,0.0,C,285.0,20210917,MSFT,2050-12-31,2021-08-18,2021-09-17,285.0,100.0,-1700.0
77,BDIN_Portfolio,OP,24,MELI US I1721B170000 Equity,MercadoLibre Inc,-2.0,-30375.7508,25.5,114.199997,-0.1,-30376.0,-0.1,0.0,C,1700.0,20210917,MELI,2050-12-31,2021-08-18,2021-09-17,1700.0,100.0,-200.0
78,BDIN_Portfolio,OP,25,INTU US I1721C480000 Equity,Intuit Inc,-4.0,-30552.5,20.0,57.299988,-0.1,-30553.0,-0.1,0.0,C,480.0,20210917,INTU,2050-12-31,2021-08-18,2021-09-17,480.0,100.0,-400.0
79,BDIN_Portfolio,OP,26,AAPL US I1721C145000 Equity,Apple Inc,-36.0,-34542.0017,2.0,7.45,-0.1,-34542.0,-0.1,0.0,C,145.0,20210917,AAPL,2050-12-31,2021-08-18,2021-09-17,145.0,100.0,-3600.0
