,Symbol,LastStockPrice,LastStockPriceDate,ZoneYYYYMMDD,MMRatio,StdevRatio,ZoneNum,ZoneLabel,BDPos,OptionTicker,Strike,OptionBid,ImpliedYield,StrikeRatio,LongName,Currency,ShareOut,MarketCap,MarketCapUSD,Exchange,MarketCapComma,MarketCapLabel,BDPosDetails,BDPosUSDValue,ExchangeRate,BDCallOptPos,BDCallOptDets,OptionExpiry,BDEQPos,BDEQPosUSDValue,BDEQCallOptPos,MaxBTStrikeRatio,BTStrikeCount
73,GOOGL,2870.82,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.93,0.96,3.0,pHvH,265,GOOGL211217C03050000,3050.0,72.6,0.07141,0.062414,Alphabet Inc.,USD,301084992.0,1922921267200.0,1922921.2672,NMS,"1,922,921.27 MM",Large Cap,IN(97) EQ(168),760767.32,1.0,-100,EQ(-1),2021-12-17,168,482297.77,-100,19.278228,44.0
74,GRF.MC,20.59,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.13,0.0,7.0,pLvL,0,,,,,,Grifols S.A.,EUR,426129984.0,11972801536.0,14162.291857,MCE,"11,972.80 MM",Large Cap,,0.0,0.8454,0,,,0,0.0,0,,
75,GRMN,173.11,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.84,0.98,3.0,pHvH,59,GRMN220121C00190000,190.0,3.5,0.036842,0.097568,Garmin Ltd.,USD,192322000.0,33292861440.0,33292.86144,NMS,"33,292.86 MM",Large Cap,IN(59),10213.49,1.0,0,,2022-01-21,0,0.0,0,17.817659,20.0
76,HEIA.AS,89.36,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.0,1.0,9.0,pLvH,6738,,,,,,Heineken N.V.,EUR,575740032.0,51494191104.0,60911.037502,AMS,"51,494.19 MM",Large Cap,"IN(4,108) EQ(2,630)",712216.33,0.8454,0,,,2630,277994.8,0,,
77,HHC,89.73,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.32,0.0,4.0,p-vL,0,HHC220121C00145000,145.0,2.5,0.034483,0.615959,The Howard Hughes Corporation,USD,55126300.0,4946483200.0,4946.4832,NYQ,"4,946.48 MM",Mid Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,18.407868,22.0
78,HON,222.93,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.33,0.0,4.0,p-vL,0,HON211217C00240000,240.0,3.21,0.040125,0.076571,Honeywell International Inc.,USD,690398976.0,153910640640.0,153910.64064,NMS,"153,910.64 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,13.12909,7.0
79,HUYA,9.93,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.05,0.8,9.0,pLvH,0,HUYA220121C00016000,16.0,0.35,0.04375,0.611279,HUYA Inc.,USD,237100000.0,2354403072.0,2354.403072,NYQ,"2,354.40 MM",Mid Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,,
80,ILMN,459.25,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.03,0.05,7.0,pLvL,0,ILMN211217C00500000,500.0,23.75,0.1425,0.088732,Illumina Inc.,USD,156500000.0,72460918784.0,72460.918784,NMS,"72,460.92 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.457848,22.0
81,INFO,119.85,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.78,0.16,1.0,pHvL,0,INFO220121C00120000,120.0,8.4,0.14,0.001252,IHS Markit Ltd.,USD,398612000.0,47773646848.0,47773.646848,NYQ,"47,773.65 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.553669,18.0
82,INTU,567.75,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,0.0,1.0,pHvL,1056,INTU211217C00640000,640.0,7.5,0.035156,0.127257,Intuit Inc.,USD,273259008.0,155142799360.0,155142.79936,NMS,"155,142.80 MM",Large Cap,IN(456) EQ(600),599544.0,1.0,-1000,IN(-4) EQ(-6),2021-12-17,600,340650.0,-600,15.086836,23.0
83,IPGP,174.24,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.17,0.98,9.0,pLvH,0,IPGP211119C00350000,350.0,3.0,0.034286,1.008724,IPG Photonics Corporation,USD,53497000.0,9321317376.0,9321.317376,NMS,"9,321.32 MM",Mid Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,17.267661,18.0
84,ISRG,1070.01,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.92,0.59,2.0,pHv-,0,ISRG220121C01260000,1260.0,26.4,0.041905,0.177559,Intuitive Surgical Inc.,USD,118991000.0,127321563136.0,127321.563136,NMS,"127,321.56 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.608598,24.0
85,IT,315.87,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,0.97,3.0,pHvH,0,IT211217C00360000,360.0,5.46,0.0455,0.139709,Gartner Inc.,USD,83648800.0,26422145024.0,26422.145024,NYQ,"26,422.15 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.069905,20.0
86,ITW,219.99,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.1,7.0,pLvL,0,ITW211217C00240000,240.0,2.18,0.02725,0.090959,Illinois Tool Works Inc.,USD,314968000.0,69289811968.0,69289.811968,NYQ,"69,289.81 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.717855,26.0
87,JKHY,171.25,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.54,0.0,4.0,p-vL,4841,JKHY211217C00185000,185.0,3.0,0.048649,0.080292,Jack Henry & Associates Inc.,USD,74014000.0,12674897920.0,12674.89792,NMS,"12,674.90 MM",Large Cap,"IN(2,523) EQ(2,318)",829021.25,1.0,-4800,IN(-25) EQ(-23),2021-12-17,2318,396957.5,-2300,17.947712,20.0
88,JNJ,168.07,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.29,0.47,5.0,p-v-,1832,JNJ211119C00180000,180.0,1.27,0.035278,0.070982,Johnson & Johnson,USD,2147483647.0,442440941568.0,442440.941568,NYQ,"442,440.94 MM",Large Cap,"IN(1,832)",307904.25,1.0,0,,2021-11-19,0,0.0,0,18.261152,43.0
89,KOF,56.57,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.66,0.71,5.0,p-v-,0,KOF211119C00065000,65.0,0.5,0.030769,0.149019,Coca-Cola FEMSA S.A.B. de C.V.,USD,210083008.0,11940172800.0,11940.1728,NYQ,"11,940.17 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,15.955476,20.0
90,KRN.DE,89.3,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,1.0,1.0,3.0,pHvH,1081,,,,,,Krones AG,EUR,31593100.0,2824423168.0,3340.931119,GER,"2,824.42 MM",Mid Cap,"OP(1,081)",114186.54,0.8454,0,,,0,0.0,0,,
91,LIN,312.7,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.91,0.97,3.0,pHvH,0,LIN211217C00340000,340.0,4.1,0.036176,0.087304,Linde plc,USD,516411008.0,161481736192.0,161481.736192,NYQ,"161,481.74 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,15.056912,5.0
92,LMT,348.93,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,1.0,9.0,pLvH,1786,LMT211217C00375000,375.0,4.6,0.0368,0.074714,Lockheed Martin Corporation,USD,276916000.0,96624295936.0,96624.295936,NYQ,"96,624.30 MM",Large Cap,"IN(774) EQ(1,012)",623188.97,1.0,0,,2021-12-17,1012,353117.15,0,12.872354,27.0
93,LONN.SW,770.4,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.89,0.98,3.0,pHvH,0,,,,,,Lonza Group Ltd,CHF,74283104.0,57272274944.0,62394.895897,EBS,"57,272.27 MM",Large Cap,,0.0,0.9179,0,,,0,0.0,0,,
94,LYFT,50.51,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.27,0.82,6.0,p-vH,0,LYFT211217C00060000,60.0,1.86,0.093,0.187884,Lyft Inc.,USD,326472000.0,16934688768.0,16934.688768,NMS,"16,934.69 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,15.452931,8.0
95,MA,351.41,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.21,1.0,9.0,pLvH,0,MA211217C00390000,390.0,5.3,0.040769,0.109815,Mastercard Incorporated,USD,978828992.0,346762608640.0,346762.60864,NYQ,"346,762.61 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.590466,29.0
96,MANU,17.28,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.72,0.99,6.0,p-vH,61431,MANU211217C00020000,20.0,0.3,0.045,0.157407,Manchester United plc,USD,43231600.0,2791151872.0,2791.151872,NYQ,"2,791.15 MM",Mid Cap,"IN(35,070) EQ(26,361)",1061527.74,1.0,0,,2021-12-17,26361,455518.11,0,19.617225,22.0
97,MCHP,155.97,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.88,1.0,3.0,pHvH,0,MCHP220121C00175000,175.0,4.8,0.054857,0.122011,Microchip Technology Incorporated,USD,274040000.0,42742018048.0,42742.018048,NMS,"42,742.02 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,18.46002,25.0
98,MCO,382.5,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.85,0.0,1.0,pHvL,0,MCO211217C00390000,390.0,14.3,0.11,0.019608,Moody's Corporation,USD,186200000.0,71221501952.0,71221.501952,NYQ,"71,221.50 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,15.811709,21.0
99,MDLZ,60.61,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.11,0.61,8.0,pLv-,0,MDLZ211217C00065000,65.0,0.55,0.025385,0.07243,Mondelez International Inc.,USD,1397820032.0,84721876992.0,84721.876992,NMS,"84,721.88 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.019567,34.0
100,ME,8.56,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.29,0.23,4.0,p-vL,117375,ME211217C00015000,15.0,0.2,0.04,0.752336,23andMe Holding Co.,USD,93026600.0,3266487552.0,3266.487552,NMS,"3,266.49 MM",Mid Cap,"IN(55,742) EQ(61,633)",1004730.0,1.0,0,,2021-12-17,61633,527578.48,0,,
101,MELI,1883.41,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.85,1.0,3.0,pHvH,622,MELI211217C02300000,2300.0,42.0,0.054783,0.221189,MercadoLibre Inc.,USD,49711600.0,94757371904.0,94757.371904,NMS,"94,757.37 MM",Large Cap,IN(353) EQ(269),1171481.04,1.0,-400,IN(-2) EQ(-2),2021-12-17,269,506637.3,-200,19.155873,21.0
102,MKTX,443.63,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.19,7.0,pLvL,0,MKTX211119C00580000,580.0,4.8,0.033103,0.307396,MarketAxess Holdings Inc.,USD,38000400.0,16858118144.0,16858.118144,NMS,"16,858.12 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.286168,18.0
103,MLM,367.79,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.57,0.88,6.0,p-vH,0,MLM211217C00440000,440.0,5.0,0.034091,0.196335,Martin Marietta Materials Inc.,USD,62377300.0,22941747200.0,22941.7472,NYQ,"22,941.75 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,16.917446,19.0
104,MMM,185.75,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.01,0.74,8.0,pLv-,0,MMM220121C00200000,200.0,4.05,0.0405,0.076716,3M Company,USD,578638016.0,107482013696.0,107482.013696,NYQ,"107,482.01 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,17.014543,40.0
105,MRNA,455.92,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.89,0.81,3.0,pHvH,441,,,,,,Moderna Inc.,USD,403646016.0,184030298112.0,184030.298112,NMS,"184,030.30 MM",Large Cap,EQ(441),201060.73,1.0,0,,,441,201060.73,0,,
106,MSCI,652.86,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.95,0.49,2.0,pHv-,0,MSCI211217C00660000,660.0,37.0,0.168182,0.010936,MSCI Inc.,USD,82442304.0,53823283200.0,53823.2832,NYQ,"53,823.28 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,15.379398,15.0
107,MSFT,297.25,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.78,0.25,1.0,pHvL,3441,MSFT211217C00320000,320.0,4.96,0.0465,0.076535,Microsoft Corporation,USD,2147483647.0,2233801113600.0,2233801.1136,NMS,"2,233,801.11 MM",Large Cap,"IN(1,732) EQ(1,709)",1022837.25,1.0,-3400,IN(-17) EQ(-17),2021-12-17,1709,508000.25,-1700,19.607002,58.0
108,MSGN,0.0,2021-09-08T00:00:00.000000000,2021-09-08T00:00:00.000000000,0.0,0.68,8.0,pLv-,0,,,,,,,,,,,,,,,0.0,1.0,0,,,0,0.0,0,19.760484,14.0
109,MTB,137.95,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.55,0.0,4.0,p-vL,0,MTB220121C00160000,160.0,2.9,0.03625,0.159841,M&T Bank Corporation,USD,128678000.0,17751130112.0,17751.130112,NYQ,"17,751.13 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,15.012109,23.0
110,MTN,299.61,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.36,0.81,6.0,p-vH,0,MTN220121C00340000,340.0,6.5,0.038235,0.134809,Vail Resorts Inc.,USD,40268300.0,12074971136.0,12074.971136,NYQ,"12,074.97 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,17.448655,22.0
111,MTX.DE,189.35,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.88,1.0,3.0,pHvH,9999,,,,,,MTU Aero Engines AG,EUR,53238600.0,10075405312.0,11917.914966,GER,"10,075.41 MM",Large Cap,"IN(2,974) OP(4,247) EQ(2,778)",2239544.25,0.8454,0,,,2778,622207.61,0,,
112,NDSN,243.11,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.94,0.99,3.0,pHvH,0,NDSN211217C00290000,290.0,1.2,0.012414,0.192876,Nordson Corporation,USD,58114600.0,14128240640.0,14128.24064,NMS,"14,128.24 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.443292,20.0
113,NOK,5.91,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.61,0.0,4.0,p-vL,0,NOK211119C00008000,8.0,0.05,0.03125,0.353638,Nokia Corporation,USD,2147483647.0,33731975168.0,33731.975168,NYQ,"33,731.98 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,,
114,NTES,88.91,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.27,0.94,6.0,p-vH,0,NTES211217C00120000,120.0,1.45,0.03625,0.349679,NetEase Inc.,USD,670980992.0,59656921088.0,59656.921088,NMS,"59,656.92 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.004649,21.0
115,NVDA,221.77,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.86,0.3,2.0,pHv-,0,NVDA211217C00275000,275.0,3.2,0.034909,0.240023,NVIDIA Corporation,USD,2147483647.0,552650866688.0,552650.866688,NMS,"552,650.87 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.799608,25.0
116,OI,14.43,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.07,0.0,7.0,pLvL,0,OI211217C00020000,20.0,0.3,0.045,0.386001,O-I Glass Inc.,USD,157284000.0,2269608192.0,2269.608192,NYQ,"2,269.61 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,12.936345,20.0
117,OTIS,90.48,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.83,0.69,2.0,pHv-,0,OTIS211217C00100000,100.0,0.75,0.0225,0.105217,Otis Worldwide Corporation,USD,426779008.0,38614966272.0,38614.966272,NYQ,"38,614.97 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,27.551023,2.0
118,PANW,466.5,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.98,1.0,3.0,pHvH,0,PANW211217C00500000,500.0,16.05,0.0963,0.071811,Palo Alto Networks Inc.,USD,97406096.0,45439942656.0,45439.942656,NYQ,"45,439.94 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.81,22.0
119,PAYX,111.32,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.4,0.0,4.0,p-vL,0,PAYX211217C00130000,130.0,0.45,0.010385,0.167805,Paychex Inc.,USD,360620000.0,40421961728.0,40421.961728,NMS,"40,421.96 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,16.23402,25.0
120,PDD,104.28,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.57,0.54,5.0,p-v-,5253,PDD211119C00145000,145.0,1.33,0.045862,0.390487,Pinduoduo Inc.,USD,1253289984.0,130693079040.0,130693.07904,NMS,"130,693.08 MM",Large Cap,"EQ(5,253)",547782.83,1.0,0,,2021-11-19,5253,547782.83,0,,
121,PEP,155.73,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.8,0.43,2.0,pHv-,786,PEP211217C00165000,165.0,1.7,0.030909,0.059526,PepsiCo Inc.,USD,1382109952.0,215235969024.0,215235.969024,NMS,"215,235.97 MM",Large Cap,IN(748) EQ(38),122403.78,1.0,-700,IN(-7),2021-12-17,38,5917.74,0,18.106659,34.0
122,PFPT,0.0,2021-09-08T00:00:00.000000000,2021-09-08T00:00:00.000000000,0.0,1.0,9.0,pLvH,0,PFPT211119C00180000,180.0,0.05,0.004722,inf,Proofpoint Inc.,USD,57757900.0,10159613952.0,10159.613952,NMS,"10,159.61 MM",Large Cap,,0.0,1.0,0,,2021-09-17,0,0.0,0,18.764846,19.0
123,PH,288.02,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.06,0.29,8.0,pLv-,0,PH211119C00320000,320.0,2.82,0.044062,0.111034,Parker-Hannifin Corporation,USD,129101000.0,37183668224.0,37183.668224,NYQ,"37,183.67 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.23945,21.0
124,PLAY,35.44,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.43,0.03,4.0,p-vL,57386,PLAY211217C00050000,50.0,0.86,0.0516,0.410835,Dave & Buster's Entertainment Inc.,USD,48157800.0,1706712320.0,1706.71232,NMS,"1,706.71 MM",Small Cap,"OP(57,386)",2033759.78,1.0,0,,2021-12-17,0,0.0,0,19.846593,18.0
125,PXD,150.3,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.49,0.25,5.0,p-v-,0,PXD211217C00175000,175.0,2.81,0.048171,0.164338,Pioneer Natural Resources Company,USD,243959008.0,36667039744.0,36667.039744,NYQ,"36,667.04 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,16.848031,26.0
126,PYPL,286.88,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.45,0.0,4.0,p-vL,0,PYPL211217C00330000,330.0,4.9,0.044545,0.150307,PayPal Holdings Inc.,USD,1175030016.0,337092608000.0,337092.608,NMS,"337,092.61 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.130345,25.0
127,RACE,219.55,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.72,0.58,5.0,p-v-,0,RACE211217C00230000,230.0,7.3,0.095217,0.047597,Ferrari N.V.,USD,184292000.0,54804733952.0,54804.733952,NYQ,"54,804.73 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.482711,24.0
128,RADL3.SA,26.25,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.97,1.0,3.0,pHvH,0,,,,,,Raia Drogasil S.A.,BRL,1650160000.0,42640134144.0,8170.956049,SAO,"42,640.13 MM",Large Cap,,0.0,5.2185,0,,,0,0.0,0,,
129,REAL,12.62,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.11,0.46,8.0,pLv-,187325,REAL211119C00022500,22.5,0.2,0.044444,0.782884,The RealReal Inc.,USD,91567504.0,1155581952.0,1155.581952,NMS,"1,155.58 MM",Small Cap,"IN(17,888) OP(150,054) EQ(19,383)",2364041.5,1.0,0,,2021-11-19,19383,244613.46,0,16.009281,3.0
130,RGEN,294.67,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.99,1.0,3.0,pHvH,0,RGEN211217C00360000,360.0,4.6,0.038333,0.221706,Repligen Corporation,USD,54977200.0,16200132608.0,16200.132608,NMS,"16,200.13 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.760472,12.0
131,RH,725.0,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.84,0.1,1.0,pHvL,2027,RH211217C00980000,980.0,8.94,0.027367,0.351724,RH,USD,21030400.0,15247040512.0,15247.040512,NYQ,"15,247.04 MM",Large Cap,"IN(1,046) EQ(981)",1469575.0,1.0,0,,2021-12-17,981,711225.0,0,19.345983,20.0
132,RI.PA,188.25,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,1.0,0.17,1.0,pHvL,344,,,,,,Pernod Ricard SA,EUR,260911008.0,49116495872.0,58098.528356,PAR,"49,116.50 MM",Large Cap,EQ(344),76600.43,0.8454,0,,,344,76600.43,0,,
133,ROK,315.03,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.73,0.84,6.0,p-vH,0,ROK211217C00340000,340.0,7.45,0.065735,0.079262,Rockwell Automation Inc.,USD,116026000.0,36551671808.0,36551.671808,NYQ,"36,551.67 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.895766,21.0
134,ROP,478.91,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.34,0.0,4.0,p-vL,1617,ROP211119C00520000,520.0,4.5,0.034615,0.085799,Roper Technologies Inc.,USD,105424000.0,50488606720.0,50488.60672,NYQ,"50,488.61 MM",Large Cap,IN(773) EQ(844),774397.48,1.0,0,,2021-11-19,844,404200.04,0,18.948824,21.0
135,RPM,80.84,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.11,0.62,8.0,pLv-,0,RPM211119C00120000,120.0,0.45,0.015,0.484414,RPM International Inc.,USD,129772000.0,10490768384.0,10490.768384,NYQ,"10,490.77 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.305007,17.0
136,RTX,83.66,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.41,0.07,4.0,p-vL,0,RTX211119C00095000,95.0,0.39,0.020526,0.135549,Raytheon Technologies Corporation,USD,1507879936.0,126149238784.0,126149.238784,NYQ,"126,149.24 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,15.416319,3.0
137,SABR,11.12,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.52,0.0,4.0,p-vL,146057,SABR211217C00012000,12.0,0.86,0.215,0.079137,Sabre Corporation,USD,322656992.0,3587945728.0,3587.945728,NMS,"3,587.95 MM",Mid Cap,"OP(146,057)",1624153.84,1.0,0,,2021-12-17,0,0.0,0,19.645848,13.0
138,SAM,538.31,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.91,9.0,pLvH,0,SAM211217C00730000,730.0,9.61,0.039493,0.356096,The Boston Beer Company Inc.,USD,10203800.0,6611415552.0,6611.415552,NYQ,"6,611.42 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,16.585185,18.0
139,SBUX,118.79,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.52,0.5,5.0,p-v-,0,SBUX211217C00130000,130.0,1.82,0.042,0.094368,Starbucks Corporation,USD,1179100032.0,140065292288.0,140065.292288,NMS,"140,065.29 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.783622,33.0
140,SFER.MI,19.29,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.94,0.31,2.0,pHv-,0,,,,,,Salvatore Ferragamo S.p.A.,EUR,168640000.0,3264870400.0,3861.923823,MIL,"3,264.87 MM",Mid Cap,,0.0,0.8454,0,,,0,0.0,0,,
141,SHOP,1504.08,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.31,0.0,4.0,p-vL,0,SHOP211217C01900000,1900.0,25.75,0.040658,0.263231,Shopify Inc.,USD,113224000.0,186942095360.0,186942.09536,NYQ,"186,942.10 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.763409,15.0
142,SHW,297.3,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.69,0.89,6.0,p-vH,0,SHW211217C00330000,330.0,3.08,0.028,0.10999,The Sherwin-Williams Company,USD,263302000.0,78279680000.0,78279.68,NYQ,"78,279.68 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.230763,22.0
143,SMWH.L,1494.0,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.87,1.0,3.0,pHvH,0,,,,,,WH Smith PLC,GBp,130909000.0,1957744128.0,1957.744128,LSE,"1,957.74 MM",Small Cap,,0.0,1.0,0,,,0,0.0,0,,
144,SNPS,333.55,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.93,1.0,3.0,pHvH,0,SNPS211217C00360000,360.0,8.47,0.070583,0.079298,Synopsys Inc.,USD,152503008.0,50867376128.0,50867.376128,NMS,"50,867.38 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.080336,19.0
145,SONO,37.7,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.6,1.0,6.0,p-vH,0,SONO211217C00055000,55.0,0.55,0.03,0.458886,Sonos Inc.,USD,125771000.0,4741566976.0,4741.566976,NMS,"4,741.57 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,15.740741,3.0
146,SPGI,451.39,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.98,0.47,2.0,pHv-,0,SPGI211119C00500000,500.0,3.0,0.03,0.10769,S&P Global Inc.,USD,241000000.0,108784992256.0,108784.992256,NYQ,"108,784.99 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.757004,20.0
147,SPOT,246.01,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.58,0.75,6.0,p-vH,0,SPOT211119C00320000,320.0,2.55,0.039844,0.30076,Spotify Technology S.A.,USD,191356000.0,47075487744.0,47075.487744,NYQ,"47,075.49 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,16.163295,8.0
