,Symbol,LastStockPrice,LastStockPriceDate,ZoneYYYYMMDD,MMRatio,StdevRatio,ZoneNum,ZoneLabel,BDPos,OptionTicker,Strike,OptionBid,ImpliedYield,StrikeRatio,LongName,Currency,ShareOut,MarketCap,MarketCapUSD,Exchange,MarketCapComma,MarketCapLabel,BDPosDetails,BDPosUSDValue,ExchangeRate,BDCallOptPos,BDCallOptDets,OptionExpiry,BDEQPos,BDEQPosUSDValue,BDEQCallOptPos,MaxBTStrikeRatio,BTStrikeCount
10,ADS,94.53,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.28,0.0,4.0,p-vL,0,ADS211217C00125000,125.0,1.4,0.0336,0.322332,Alliance Data Systems Corporation,USD,49756000.0,4703434752.0,4703.434752,NYQ,"4,703.43 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,12.796092,23.0
11,ADSK,287.68,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.01,0.8,9.0,pLvH,0,ADSK220121C00330000,330.0,7.0,0.042424,0.147108,Autodesk Inc.,USD,219850000.0,63246446592.0,63246.446592,NMS,"63,246.45 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.94638,20.0
12,AENA.MC,130.25,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.13,0.05,7.0,pLvL,13067,,,,,,Aena S.M.E. S.A.,EUR,150000000.0,19507501056.0,23074.877048,MCE,"19,507.50 MM",Large Cap,"IN(4,023) OP(6,255) EQ(2,789)",2013220.66,0.8454,0,,,2789,429698.66,0,,
13,AGL.MI,5.99,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.48,0.84,6.0,p-vH,178577,,,,,,Autogrill S.p.A.,EUR,251218000.0,1507810432.0,1783.546761,MIL,"1,507.81 MM",Small Cap,"OP(178,577)",1266135.01,0.8454,0,,,0,0.0,0,,
14,AIR.PA,115.0,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.79,0.04,1.0,pHvL,0,,,,,,Airbus SE,EUR,785782976.0,90239311872.0,106741.556508,PAR,"90,239.31 MM",Large Cap,,0.0,0.8454,0,,,0,0.0,0,,
15,AMS.MC,51.92,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.16,0.06,7.0,pLvL,48095,,,,,,Amadeus IT Group S.A.,EUR,449630016.0,23461693440.0,27752.180554,MCE,"23,461.69 MM",Large Cap,"IN(10,845) OP(28,466) EQ(8,784)",2953740.6,0.8454,0,,,8784,539466.84,0,,
16,AMT,296.82,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.8,0.14,1.0,pHvL,2708,AMT220121C00330000,330.0,4.96,0.030061,0.111785,American Tower Corporation (REIT),USD,455140992.0,135094951936.0,135094.951936,NYQ,"135,094.95 MM",Large Cap,"IN(1,605) EQ(1,103)",803788.58,1.0,-2700,IN(-16) EQ(-11),2022-01-21,1103,327392.47,-1100,19.961616,24.0
17,AMZN,3484.16,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.55,0.79,6.0,p-vH,467,AMZN211217C03900000,3900.0,54.4,0.041846,0.119352,Amazon.com Inc.,USD,506440992.0,1764521410560.0,1764521.41056,NMS,"1,764,521.41 MM",Large Cap,IN(260) EQ(207),1627102.68,1.0,0,,2021-12-17,207,721221.1,0,19.721378,45.0
18,ANET,358.13,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.03,7.0,pLvL,0,ANET211217C00420000,420.0,4.5,0.032143,0.172758,Arista Networks Inc.,USD,76716600.0,27474515968.0,27474.515968,NYQ,"27,474.52 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.924621,20.0
19,ANGI,10.36,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.12,0.28,8.0,pLv-,314762,ANGI211119C00020000,20.0,0.16,0.032,0.930502,Angi Inc.,USD,82218000.0,5223460352.0,5223.460352,NMS,"5,223.46 MM",Mid Cap,"IN(38,753) OP(240,423) EQ(35,586)",3260934.32,1.0,0,,2021-11-19,35586,368670.96,0,19.047619,10.0
20,ANSS,371.97,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.91,0.01,1.0,pHvL,0,ANSS211119C00420000,420.0,3.1,0.029524,0.129123,ANSYS Inc.,USD,87252496.0,32455311360.0,32455.31136,NMS,"32,455.31 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,17.899246,21.0
21,AON,292.38,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,1.0,3.0,pHvH,2772,AON211217C00330000,330.0,2.8,0.025455,0.128668,Aon plc,USD,225747008.0,66003910656.0,66003.910656,NYQ,"66,003.91 MM",Large Cap,"IN(1,499) EQ(1,273)",810477.37,1.0,0,,2021-12-17,1273,372199.75,0,18.213291,22.0
22,APH,75.22,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.81,0.96,3.0,pHvH,0,APH211217C00080000,80.0,1.51,0.056625,0.063547,Amphenol Corporation,USD,598185024.0,44995477504.0,44995.477504,NYQ,"44,995.48 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.094879,21.0
23,ASR,182.58,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.68,0.47,5.0,p-v-,0,ASR211217C00195000,195.0,4.5,0.069231,0.068025,Grupo Aeroportuario del Sureste S. A. B. de C. V.,USD,30000000.0,5477400064.0,5477.400064,NYQ,"5,477.40 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,23.374771,15.0
24,ATL.MI,15.49,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.67,0.84,6.0,p-vH,94968,,,,,,Atlantia SpA,EUR,818824000.0,12671301632.0,14988.528072,MIL,"12,671.30 MM",Large Cap,"OP(94,968)",1740068.99,0.8454,0,,,0,0.0,0,,
25,ATHM,46.05,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.33,0.0,4.0,p-vL,38396,ATHM211217C00075000,75.0,0.37,0.0148,0.628664,Autohome Inc.,USD,124980000.0,5755329024.0,5755.329024,NYQ,"5,755.33 MM",Mid Cap,"OP(38,396)",1768135.76,1.0,0,,2021-12-17,0,0.0,0,,
26,AVGO,493.49,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.84,0.1,1.0,pHvL,1458,AVGO211217C00550000,550.0,6.56,0.035782,0.114511,Broadcom Inc.,USD,410260992.0,202459693056.0,202459.693056,NMS,"202,459.69 MM",Large Cap,IN(804) EQ(654),719508.41,1.0,-1400,IN(-8) EQ(-6),2021-12-17,654,322742.45,-600,19.544061,34.0
27,B3SA3.SA,0.0,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,1.0,9.0,pLvH,0,,,,,,B3 S.A. - Brasil Bolsa Balcão,BRL,2147483647.0,82772811776.0,15861.418372,SAO,"82,772.81 MM",Large Cap,,0.0,5.2185,0,,,0,0.0,0,,
28,BAX,81.72,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.83,1.0,3.0,pHvH,0,BAX211119C00090000,90.0,0.85,0.047222,0.101322,Baxter International Inc.,USD,499910016.0,40852647936.0,40852.647936,NYQ,"40,852.65 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.521906,27.0
29,BAYN.DE,45.9,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.89,1.0,3.0,pHvH,0,,,,,,Bayer Aktiengesellschaft,EUR,982424000.0,45093261312.0,53339.556792,GER,"45,093.26 MM",Large Cap,,0.0,0.8454,0,,,0,0.0,0,,
30,BDX,260.15,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.89,0.77,3.0,pHvH,0,BDX211217C00280000,280.0,4.5,0.048214,0.076302,Becton Dickinson and Company,USD,287190016.0,74712481792.0,74712.481792,NYQ,"74,712.48 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.743424,24.0
31,BEKE,20.32,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.13,0.73,8.0,pLv-,100570,BEKE220121C00040000,40.0,0.85,0.0425,0.968504,KE Holdings Inc.,USD,1190899968.0,24199086080.0,24199.08608,NYQ,"24,199.09 MM",Large Cap,"OP(100,570)",2043582.4,1.0,0,,2022-01-21,0,0.0,0,,
32,BIIB,300.15,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.04,7.0,pLvL,1976,BIIB220121C00400000,400.0,7.0,0.035,0.332667,Biogen Inc.,USD,149032992.0,44732252160.0,44732.25216,NMS,"44,732.25 MM",Large Cap,"IN(902) EQ(1,074)",593096.39,1.0,0,,2022-01-21,1074,322361.09,0,19.855359,32.0
33,BKNG,2318.67,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.93,0.51,2.0,pHv-,0,BKNG211217C02700000,2700.0,35.5,0.039444,0.164461,Booking Holdings Inc.,USD,41059800.0,95204122624.0,95204.122624,NMS,"95,204.12 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.664375,20.0
34,BLK,922.14,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.74,1.0,6.0,p-vH,0,BLK220121C01000000,1000.0,22.0,0.044,0.084434,BlackRock Inc.,USD,152196000.0,140346015744.0,140346.015744,NYQ,"140,346.02 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.116369,23.0
35,BR,170.73,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.6,0.34,5.0,p-v-,0,BR211217C00195000,195.0,0.75,0.011538,0.142154,Broadridge Financial Solutions Inc.,USD,116168000.0,19833362432.0,19833.362432,NYQ,"19,833.36 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.861764,18.0
36,BX,129.41,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,1.0,3.0,pHvH,0,BX211217C00145000,145.0,2.2,0.045517,0.12047,Blackstone Inc.,USD,685948992.0,92570853376.0,92570.853376,NYQ,"92,570.85 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,14.029022,21.0
37,CBOE,124.29,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.61,0.59,5.0,p-v-,8402,CBOE211217C00140000,140.0,2.0,0.042857,0.126398,Cboe Global Markets Inc.,USD,106623000.0,13252172800.0,13252.1728,BTS,"13,252.17 MM",Large Cap,"IN(4,453) EQ(3,949)",1044284.59,1.0,0,,2021-12-17,3949,490821.21,0,18.550299,24.0
38,CDLX,93.55,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.29,0.93,6.0,p-vH,0,CDLX211217C00145000,145.0,1.75,0.036207,0.549973,Cardlytics Inc.,USD,33040100.0,3090901504.0,3090.901504,NGM,"3,090.90 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,13.772455,2.0
39,CERN,75.05,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.83,9.0,pLvH,0,CERN211217C00082500,82.5,1.2,0.043636,0.099267,Cerner Corporation,USD,295585984.0,22183729152.0,22183.729152,NMS,"22,183.73 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.363397,26.0
40,CL,77.3,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.06,1.0,9.0,pLvH,0,CL211119C00082500,82.5,0.52,0.031515,0.06727,Colgate-Palmolive Company,USD,843513024.0,65552953344.0,65552.953344,NYQ,"65,552.95 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,16.76962,32.0
41,CME,192.46,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,1.0,9.0,pLvH,798,CME211217C00210000,210.0,2.8,0.04,0.091136,CME Group Inc.,USD,359135008.0,69119696896.0,69119.696896,NMS,"69,119.70 MM",Large Cap,EQ(798),153583.09,1.0,0,,2021-12-17,798,153583.09,0,18.059264,27.0
42,CMG,1909.7,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.96,0.55,2.0,pHv-,0,CMG211217C02150000,2150.0,30.13,0.042042,0.125831,Chipotle Mexican Grill Inc.,USD,28094900.0,53652828160.0,53652.82816,NYQ,"53,652.83 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.719232,29.0
43,COIN,256.42,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.6,0.29,5.0,p-v-,3845,COIN211217C00370000,370.0,4.8,0.038919,0.442945,Coinbase Global Inc.,USD,141790000.0,67156402176.0,67156.402176,NMS,"67,156.40 MM",Large Cap,"IN(1,640) EQ(2,205)",985934.95,1.0,5000,EQ(--50),2021-12-17,2205,565406.13,5000,,
44,COTY,8.46,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.35,0.82,6.0,p-vH,254449,COTY211119C00013000,13.0,0.13,0.05,0.536643,Coty Inc.,USD,766065984.0,6480918016.0,6480.918016,NYQ,"6,480.92 MM",Mid Cap,"OP(254,449)",2152638.54,1.0,0,,2021-11-19,0,0.0,0,19.375574,25.0
45,CRM,260.74,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.75,0.64,2.0,pHv-,6552,CRM211217C00300000,300.0,3.58,0.0358,0.150571,salesforce.com inc.,USD,979000000.0,255264456704.0,255264.456704,NYQ,"255,264.46 MM",Large Cap,"IN(3,119) EQ(3,433)",1708368.41,1.0,-6500,IN(-31) EQ(-34),2021-12-17,3433,895120.39,-3400,19.432348,33.0
46,CSU.TO,2204.35,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.98,1.0,3.0,pHvH,438,,,,,,Constellation Software Inc.,CAD,21191500.0,46713483264.0,37103.6404,TOR,"46,713.48 MM",Large Cap,IN(199) EQ(239),766882.72,1.259,0,,,239,418458.84,0,,
47,CTVA,43.58,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.53,0.09,4.0,p-vL,18698,CTVA211217C00050000,50.0,0.7,0.042,0.147315,Corteva Inc.,USD,734185024.0,31995785216.0,31995.785216,NYQ,"31,995.79 MM",Large Cap,"IN(10,050) EQ(8,648)",814858.88,1.0,0,,2021-12-17,8648,376879.86,0,19.840208,6.0
48,DB1.DE,144.15,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.95,1.0,3.0,pHvH,7828,,,,,,Deutsche Börse AG,EUR,183520992.0,26527778816.0,31378.967135,GER,"26,527.78 MM",Large Cap,"IN(4,198) EQ(3,630)",1334760.06,0.8454,0,,,3630,618954.91,0,,
49,DD,70.3,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.0,0.2,7.0,pLvL,0,DD211119C00080000,80.0,0.6,0.0375,0.13798,DuPont de Nemours Inc.,USD,523056992.0,36770906112.0,36770.906112,NYQ,"36,770.91 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,14.854513,5.0
50,DEC.PA,23.48,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.41,0.85,6.0,p-vH,0,,,,,,JCDecaux SA,EUR,212836000.0,4997389312.0,5911.271956,PAR,"4,997.39 MM",Mid Cap,,0.0,0.8454,0,,,0,0.0,0,,
51,DHR,328.38,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.94,0.83,3.0,pHvH,0,DHR211217C00370000,370.0,4.45,0.036081,0.126743,Danaher Corporation,USD,713900032.0,234430496768.0,234430.496768,NYQ,"234,430.50 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.556558,17.0
52,DIS,185.91,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,0.44,2.0,pHv-,0,DIS211217C00210000,210.0,2.42,0.034571,0.129579,The Walt Disney Company,USD,1817129984.0,337822646272.0,337822.646272,NYQ,"337,822.65 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.840211,44.0
53,DPZ,516.12,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.67,0.21,4.0,p-vL,0,DPZ211217C00580000,580.0,7.5,0.038793,0.12377,Domino's Pizza Inc.,USD,36854200.0,19021189120.0,19021.18912,NYQ,"19,021.19 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.343194,24.0
54,DUFN.SW,45.72,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.0,0.0,7.0,pLvL,0,,,,,,Dufry AG,CHF,90785696.0,4147998208.0,4519.008833,EBS,"4,148.00 MM",Mid Cap,,0.0,0.9179,0,,,0,0.0,0,,
55,DXCM,552.66,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,1.0,0.81,3.0,pHvH,0,DXCM211217C00680000,680.0,9.12,0.040235,0.230413,DexCom Inc.,USD,96748896.0,53469241344.0,53469.241344,NMS,"53,469.24 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,24.367802,16.0
56,ECL,227.51,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.91,0.65,2.0,pHv-,0,ECL220121C00250000,250.0,3.61,0.02888,0.098853,Ecolab Inc.,USD,285936992.0,65087651840.0,65087.65184,NYQ,"65,087.65 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.7411,25.0
57,EDU,2.25,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.08,0.32,8.0,pLv-,980300,EDU211217C00007500,7.5,0.1,0.04,2.333333,New Oriental Education & Technology Group Inc.,USD,1701660032.0,3828734976.0,3828.734976,NYQ,"3,828.73 MM",Mid Cap,"IN(174,984) OP(647,881) EQ(157,435)",2205675.0,1.0,0,,2021-12-17,157435,354228.75,0,,
58,EFX,275.89,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.94,0.82,3.0,pHvH,0,EFX211119C00300000,300.0,3.4,0.045333,0.08739,Equifax Inc.,USD,121837000.0,33613611008.0,33613.611008,NYQ,"33,613.61 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.563684,21.0
59,EL,337.49,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.78,0.11,1.0,pHvL,0,EL220121C00340000,340.0,17.7,0.104118,0.007437,The Estée Lauder Companies Inc.,USD,233044992.0,121930752000.0,121930.752,NYQ,"121,930.75 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,18.579206,23.0
60,EMR,100.08,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.54,0.89,6.0,p-vH,0,EMR211217C00110000,110.0,1.27,0.034636,0.099121,Emerson Electric Co.,USD,597800000.0,59827826688.0,59827.826688,NYQ,"59,827.83 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.736577,25.0
61,ETSY,216.63,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.91,0.18,1.0,pHvL,4117,ETSY211217C00290000,290.0,3.55,0.036724,0.338688,Etsy Inc.,USD,126577000.0,27420377088.0,27420.377088,NMS,"27,420.38 MM",Large Cap,"IN(2,045) EQ(2,072)",891865.73,1.0,0,,2021-12-17,2072,448857.37,0,18.231258,14.0
62,EVD.DE,56.68,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,0.94,1.0,3.0,pHvH,0,,,,,,CTS Eventim AG & Co. KGaA,EUR,95991296.0,5429267968.0,6422.129132,GER,"5,429.27 MM",Mid Cap,,0.0,0.8454,0,,,0,0.0,0,,
63,EXPN.L,3328.31,2021-09-10T00:00:00.000000000,2021-09-10T00:00:00.000000000,1.0,1.0,3.0,pHvH,0,,,,,,Experian plc,GBp,922334016.0,30722947072.0,30722.947072,LSE,"30,722.95 MM",Large Cap,,0.0,1.0,0,,,0,0.0,0,,
64,FAST,53.41,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.37,0.46,5.0,p-v-,0,FAST211119C00060000,60.0,0.3,0.025,0.123385,Fastenal Company,USD,574739008.0,30966958080.0,30966.95808,NMS,"30,966.96 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,17.9941,23.0
65,FB,378.0,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.91,0.26,2.0,pHv-,4081,FB211217C00430000,430.0,5.19,0.036209,0.137566,Facebook Inc.,USD,2147483647.0,1065748398080.0,1065748.39808,NMS,"1,065,748.40 MM",Large Cap,"IN(2,122) EQ(1,959)",1542618.0,1.0,-4000,IN(-21) EQ(-19),2021-12-17,1959,740502.0,-1900,18.006388,48.0
66,FLT,264.6,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.89,0.03,1.0,pHvL,3976,FLT211119C00300000,300.0,2.88,0.0384,0.133787,FLEETCOR Technologies Inc.,USD,82604096.0,21857044480.0,21857.04448,NYQ,"21,857.04 MM",Large Cap,"IN(2,020) EQ(1,956)",1052049.62,1.0,0,,2021-11-19,1956,517557.61,0,17.214971,21.0
67,FMX,84.72,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.4,0.32,5.0,p-v-,0,FMX220121C00095000,95.0,2.12,0.044632,0.121341,Fomento Económico Mexicano S.A.B. de C.V.,USD,357823008.0,30314766336.0,30314.766336,NYQ,"30,314.77 MM",Large Cap,,0.0,1.0,0,,2022-01-21,0,0.0,0,19.792365,23.0
68,FTDR,46.21,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.5,0.91,6.0,p-vH,13939,FTDR220121C00050000,50.0,1.65,0.066,0.082017,Frontdoor Inc.,USD,85747104.0,3962373632.0,3962.373632,NMS,"3,962.37 MM",Mid Cap,"IN(7,965) EQ(5,974)",644121.18,1.0,0,,2022-01-21,5974,276058.53,0,19.172796,5.0
69,FTV,75.78,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.99,1.0,3.0,pHvH,0,FTV211217C00085000,85.0,0.79,0.027882,0.121668,Fortive Corporation,USD,358391008.0,27158870016.0,27158.870016,NYQ,"27,158.87 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,,
70,FUL,65.32,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.55,0.24,4.0,p-vL,0,FUL211119C00075000,75.0,0.95,0.050667,0.148194,H.B. Fuller Company,USD,52534600.0,3433134336.0,3433.134336,NYQ,"3,433.13 MM",Mid Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.968015,20.0
71,GDDY,75.34,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.3,0.95,6.0,p-vH,0,GDDY211119C00087500,87.5,0.75,0.042857,0.161402,GoDaddy Inc.,USD,168830000.0,12748205056.0,12748.205056,NYQ,"12,748.21 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.588612,22.0
72,GGG,77.22,2021-09-09T00:00:00.000000000,2021-09-09T00:00:00.000000000,0.42,0.0,4.0,p-vL,0,GGG211119C00085000,85.0,1.14,0.040235,0.100751,Graco Inc.,USD,169742000.0,13172651008.0,13172.651008,NYQ,"13,172.65 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.330465,17.0
