,Portfolio,AssetType,AssetNumber,Ticker,Name,Units,CurrentMarketValue,AverageCost,LastPrice,CurrentWeight,PostTradeMarketValue,PostTradeWeight,IndicativeYield,OptPC,OptStrike,OptExpiryYYYYMMDD
148,BDEQ_Portfolio,EQ,14,V US Equity,Visa Inc,2315.0,666965.39,207.6715,227.5,2.2,666965.0,2.2,0.6,,0.0,
149,BDEQ_Portfolio,EQ,15,ALSEA* MM Equity,Alsea SAB de CV,252200.0,657525.7056,31.711,41.050003,2.2,657526.0,2.2,0.0,,0.0,
150,BDEQ_Portfolio,EQ,16,FLT US Equity,FleetCor Technologies Inc,1956.0,655162.4418,268.102,264.48999,2.2,655162.0,2.2,0.0,,0.0,
151,BDEQ_Portfolio,EQ,17,MSFT US Equity,Microsoft Corp,1709.0,643331.5166,214.1671,297.27002,2.1,643332.0,2.1,0.8,,0.0,
152,BDEQ_Portfolio,EQ,18,MELI US Equity,MercadoLibre Inc,269.0,641605.5173,1526.709,1881.02002,2.1,641606.0,2.1,0.0,,0.0,
153,BDEQ_Portfolio,EQ,19,CBOE US Equity,Cboe Global Markets Inc,3949.0,621576.0231,92.3849,124.320007,2.1,621576.0,2.1,1.5,,0.0,
154,BDEQ_Portfolio,EQ,20,GOOGL US Equity,Alphabet Inc,168.0,610781.8978,2176.6463,2869.689941,2.0,610782.0,2.0,0.0,,0.0,
155,BDEQ_Portfolio,EQ,21,BABA US Equity,Alibaba Group Holding Ltd,2858.0,605593.2157,248.1444,167.229996,2.0,605593.0,2.0,0.0,,0.0,
156,BDEQ_Portfolio,EQ,22,AC* MM Equity,Arca Continental SAB de CV,76700.0,599615.1299,100.6398,123.089996,2.0,599615.0,2.0,1.2,,0.0,
157,BDEQ_Portfolio,EQ,23,TCEHY US Equity,Tencent Holdings Ltd,7291.0,584099.9243,57.8031,63.25,1.9,584100.0,1.9,0.3,,0.0,
158,BDEQ_Portfolio,EQ,24,PRX NA Equity,Prosus NV,5235.0,582807.4107,67.9158,74.339996,1.9,582807.0,1.9,0.0,,0.0,
159,BDEQ_Portfolio,EQ,25,MANU US Equity,Manchester United Plc,26361.0,576868.0558,14.8846,17.279999,1.9,576868.0,1.9,1.0,,0.0,
160,BDEQ_Portfolio,EQ,26,AAPL US Equity,Apple Inc,2916.0,568953.1742,119.2006,154.100006,1.9,568953.0,1.9,0.6,,0.0,
161,BDEQ_Portfolio,EQ,27,ETSY US Equity,Etsy Inc,2072.0,568432.9735,205.2654,216.630005,1.9,568433.0,1.9,0.0,,0.0,
162,BDEQ_Portfolio,EQ,28,AENA SM Equity,Aena SME SA,2789.0,555711.3246,131.4808,133.050003,1.8,555711.0,1.8,0.0,,0.0,
163,BDEQ_Portfolio,EQ,29,WYNN US Equity,Wynn Resorts Ltd,4134.0,544104.5211,107.0344,103.900009,1.8,544105.0,1.8,0.0,,0.0,
164,BDEQ_Portfolio,EQ,30,700 HK Equity,Tencent Holdings Ltd,6900.0,539302.4314,593.8188,480.0,1.8,539302.0,1.8,0.3,,0.0,
165,BDEQ_Portfolio,EQ,31,SWMA SS Equity,Swedish Match AB,45280.0,532400.342,66.3587,79.940002,1.8,532400.0,1.8,1.9,,0.0,
166,BDEQ_Portfolio,EQ,32,CSU CN Equity,Constellation Software Inc/Canada,239.0,526834.8887,1544.671,2204.330078,1.7,526835.0,1.7,0.2,,0.0,
167,BDEQ_Portfolio,EQ,33,ROP US Equity,Roper Technologies Inc,844.0,511237.6883,422.3948,478.310059,1.7,511238.0,1.7,0.5,,0.0,
168,BDEQ_Portfolio,EQ,34,JKHY US Equity,Jack Henry & Associates Inc,2318.0,502706.978,154.3479,171.229996,1.7,502707.0,1.7,1.1,,0.0,
169,BDEQ_Portfolio,EQ,35,CTVA US Equity,Corteva Inc,8648.0,477171.1913,36.8413,43.570007,1.6,477171.0,1.6,1.3,,0.0,
170,BDEQ_Portfolio,EQ,36,AON US Equity,Aon PLC,1273.0,470998.9411,193.963,292.159912,1.6,470999.0,1.6,0.7,,0.0,
171,BDEQ_Portfolio,EQ,37,ANGI US Equity,Angi Inc,35586.0,466884.8883,12.428,10.35,1.5,466885.0,1.5,0.0,,0.0,
172,BDEQ_Portfolio,EQ,38,EDU US Equity,New Oriental Education & Technology Group Inc,157435.0,448595.289,2.6048,2.25,1.5,448595.0,1.5,0.0,,0.0,
173,BDEQ_Portfolio,EQ,39,LMT US Equity,Lockheed Martin Corp,1012.0,447187.4838,368.8542,348.929932,1.5,447187.0,1.5,3.0,,0.0,
174,BDEQ_Portfolio,EQ,40,INTU US Equity,Intuit Inc,600.0,431399.16,347.0709,567.820068,1.4,431399.0,1.4,0.5,,0.0,
175,BDEQ_Portfolio,EQ,41,9901 HK Equity,New Oriental Education & Technology Group Inc,153800.0,424741.2154,16.0709,16.960007,1.4,424741.0,1.4,0.0,,0.0,
176,BDEQ_Portfolio,EQ,42,AMT US Equity,American Tower Corp,1103.0,414665.835,229.3554,296.860107,1.4,414666.0,1.4,1.7,,0.0,
177,BDEQ_Portfolio,EQ,43,AVGO US Equity,Broadcom Inc,654.0,408721.0433,420.8356,493.409912,1.4,408721.0,1.4,2.9,,0.0,
178,BDEQ_Portfolio,EQ,44,BIIB US Equity,Biogen Inc,1074.0,408237.9642,405.3743,299.860107,1.3,408238.0,1.3,0.0,,0.0,
179,BDEQ_Portfolio,EQ,45,TAL US Equity,TAL Education Group,53916.0,368707.84,14.6495,5.39,1.2,368708.0,1.2,0.0,,0.0,
180,BDEQ_Portfolio,EQ,46,AC FP Equity,Accor SA,8438.0,363677.2516,25.6964,28.779999,1.2,363677.0,1.2,0.0,,0.0,
181,BDEQ_Portfolio,EQ,47,HEIA NA Equity,Heineken NV,2630.0,352740.7757,85.5195,89.559998,1.2,352741.0,1.2,1.1,,0.0,
182,BDEQ_Portfolio,EQ,48,FTDR US Equity,Frontdoor Inc,5974.0,349600.5858,49.714,46.210007,1.2,349601.0,1.2,0.0,,0.0,
183,BDEQ_Portfolio,EQ,49,REAL US Equity,RealReal Inc/The,19383.0,309778.4829,20.3635,12.61,1.0,309778.0,1.0,0.0,,0.0,
184,BDEQ_Portfolio,EQ,50,8697 JP Equity,Japan Exchange Group Inc,9300.0,309141.1186,2508.0912,2880.5,1.0,309141.0,1.0,1.8,,0.0,
185,BDEQ_Portfolio,EQ,51,MRNA US Equity,Moderna Inc,441.0,254623.2522,208.7727,455.880127,0.8,254623.0,0.8,0.0,,0.0,
186,BDEQ_Portfolio,EQ,52,CME US Equity,CME Group Inc,798.0,194497.6193,159.7688,192.449997,0.6,194498.0,0.6,1.9,,0.0,
187,BDEQ_Portfolio,EQ,53,RI FP Equity,Pernod Ricard SA,344.0,96670.2499,140.8528,187.649994,0.3,96670.0,0.3,1.7,,0.0,
188,BDEQ_Portfolio,EQ,54,PEP US Equity,PepsiCo Inc,38.0,7494.2257,136.1331,155.720001,0.0,7494.0,0.0,2.8,,0.0,
189,BDEQ_Portfolio,OP,1,SPY US V1521C440000 Equity,SPDR S&P 500 ETF Trust,1000.0,730712.7372,5.471,5.77,2.4,730713.0,2.4,0.0,P,440.0,20211015
190,BDEQ_Portfolio,OP,2,BABA US L1721C180000 Equity,Alibaba Group Holding Ltd,200.0,227952.0,13.41,9.0,0.8,227952.0,0.8,0.0,C,180.0,20211217
191,BDEQ_Portfolio,OP,3,SPY US U1721C430000 Equity,SPDR S&P 500 ETF Trust,1200.0,110936.6429,5.8238,0.73,0.4,110937.0,0.4,0.0,P,430.0,20210917
192,BDEQ_Portfolio,OP,4,RBLX US L1721C100000 Equity,ROBLOX Corp,155.0,103053.3,4.6,5.25,0.3,103053.0,0.3,0.0,C,100.0,20211217
193,BDEQ_Portfolio,OP,5,COIN US L1721C300000 Equity,Coinbase Global Inc,50.0,83582.3988,14.2,13.2,0.3,83582.0,0.3,0.0,C,300.0,20211217
194,BDEQ_Portfolio,OP,6,TAL US K1921D325000 Equity,TAL Education Group,960.0,6078.72,1.9243,0.05,0.0,6079.0,0.0,0.0,C,32.5,20211119
195,BDEQ_Portfolio,OP,7,SPY US U0721C425000 Equity,SPDR S&P 500 ETF Trust,500.0,1899.6,4.7325,0.03,0.0,1900.0,0.0,0.0,P,425.0,20210907
196,BDEQ_Portfolio,OP,8,BABA US I1721C230000 Equity,Alibaba Group Holding Ltd,70.0,88.648,6.45,0.01,0.0,89.0,0.0,0.0,C,230.0,20210917
197,BDEQ_Portfolio,OP,9,V US I1721C255000 Equity,Visa Inc,-14.0,-88.648,2.4,0.03,-0.0,-89.0,-0.0,0.0,C,255.0,20210917
198,BDEQ_Portfolio,OP,10,AVGO US I1721C520000 Equity,Broadcom Inc,-6.0,-265.944,7.0,0.2,-0.0,-266.0,-0.0,0.0,C,520.0,20210917
199,BDEQ_Portfolio,OP,11,SPY US U0721C400000 Equity,SPDR S&P 500 ETF Trust,-500.0,-633.2,1.923,0.01,-0.0,-633.0,-0.0,0.0,P,400.0,20210907
200,BDEQ_Portfolio,OP,12,CRM US I1721C290000 Equity,salesforce.com Inc,-34.0,-818.0944,1.95,0.11,-0.0,-818.0,-0.0,0.0,C,290.0,20210917
201,BDEQ_Portfolio,OP,13,WYNN US I1721C165000 Equity,Wynn Resorts Ltd,-58.0,-1248.6705,1.3336,0.33,-0.0,-1249.0,-0.0,0.0,C,165.0,20210917
202,BDEQ_Portfolio,OP,14,WDAY US I1721C280000 Equity,Workday Inc,-25.0,-3894.1816,2.3,1.06,-0.0,-3894.0,-0.0,0.0,C,280.0,20210917
203,BDEQ_Portfolio,OP,15,AMT US J1521C300000 Equity,American Tower Corp,-11.0,-7522.4168,2.35,5.1,-0.0,-7522.0,-0.0,0.0,C,300.0,20211015
204,BDEQ_Portfolio,OP,16,SPY US U1721C415000 Equity,SPDR S&P 500 ETF Trust,-200.0,-8611.5208,6.0686,0.33,-0.0,-8612.0,-0.0,0.0,P,415.0,20210917
205,BDEQ_Portfolio,OP,17,FB US I1721C380000 Equity,Facebook Inc,-19.0,-9143.4085,3.8,3.650001,-0.0,-9143.0,-0.0,0.0,C,380.0,20210917
206,BDEQ_Portfolio,OP,18,JKHY US I1721C185000 Equity,Jack Henry & Associates Inc,-23.0,-13981.0566,2.0,4.8,-0.0,-13981.0,-0.0,0.0,C,185.0,20210917
207,BDEQ_Portfolio,OP,19,GOOGL US I1721B270000 Equity,Alphabet Inc,-1.0,-22681.2248,30.4,166.0,-0.1,-22681.0,-0.1,0.0,C,2700.0,20210917
208,BDEQ_Portfolio,OP,20,MSFT US I1721C285000 Equity,Microsoft Corp,-17.0,-28310.3712,3.1,12.7,-0.1,-28310.0,-0.1,0.0,C,285.0,20210917
209,BDEQ_Portfolio,OP,21,SPY US U1721C410000 Equity,SPDR S&P 500 ETF Trust,-1000.0,-34192.7976,2.625,0.26,-0.1,-34193.0,-0.1,0.0,P,410.0,20210917
210,BDEQ_Portfolio,OP,22,AAPL US I1721C145000 Equity,Apple Inc,-29.0,-35072.9487,2.0,9.4,-0.1,-35073.0,-0.1,0.0,C,145.0,20210917
211,BDEQ_Portfolio,OP,23,MELI US I1721B170000 Equity,MercadoLibre Inc,-2.0,-48376.48,25.5,182.5,-0.2,-48376.0,-0.2,0.0,C,1700.0,20210917
212,BDEQ_Portfolio,OP,24,INTU US I1721C480000 Equity,Intuit Inc,-6.0,-70665.12,20.7,84.900009,-0.2,-70665.0,-0.2,0.0,C,480.0,20210917
213,BDEQ_Portfolio,OP,25,COIN US U1721C285000 Equity,Coinbase Global Inc,-30.0,-113216.1136,57.8,27.699997,-0.4,-113216.0,-0.4,0.0,P,285.0,20210917
214,BDEQ_Portfolio,OP,26,SPY US V1521C420000 Equity,SPDR S&P 500 ETF Trust,-1000.0,-364723.2145,2.786,2.86,-1.2,-364723.0,-1.2,0.0,P,420.0,20211015
215,BDEQ_Portfolio,CA,1,CAD Curncy,USDCAD Spot Exchange Rate - Price of 1 USD in CAD,103372.0,103371.98,1.0,0.0,0.3,103372.0,0.3,0.0,,0.0,
216,BDEQ_Portfolio,CA,2,OPXBCI56 Curncy,#N/A Field Not Applicable,20000000.0,47025.7114,1.04,0.235129,0.2,47026.0,0.2,0.0,,0.0,
217,BDEQ_Portfolio,CA,3,USD Curncy,USDUSD Spot Exchange Rate - Price of 1 USD in USD,8745.0,11075.0099,1.0,0.0,0.0,11075.0,0.0,0.0,,0.0,
218,BDEQ_Portfolio,CA,4,MXN Curncy,USDMXN Spot Exchange Rate - Price of 1 USD in MXN,115050.0,7307.0332,1.0,0.0,0.0,7307.0,0.0,0.0,,0.0,
219,BDEQ_Portfolio,CA,5,USD Curncy,USDUSD Spot Exchange Rate - Price of 1 USD in USD,-585658.0,-741677.5318,1.0,0.0,-2.4,-741678.0,-2.4,0.0,,0.0,
