,Symbol,LastStockPrice,LastStockPriceDate,ZoneYYYYMMDD,MMRatio,StdevRatio,ZoneNum,ZoneLabel,BDPos,OptionTicker,Strike,OptionBid,ImpliedYield,StrikeRatio,LongName,Currency,ShareOut,MarketCap,MarketCapUSD,Exchange,MarketCapComma,MarketCapLabel,BDPosDetails,BDPosUSDValue,ExchangeRate,BDCallOptPos,BDCallOptDets,OptionExpiry,BDEQPos,BDEQPosUSDValue,BDEQCallOptPos,MaxBTStrikeRatio,BTStrikeCount
89,JNJ,179.44,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,1.0,3.0,pHvH,1832,JNJ211015C00185000,185.0,1.68,0.054486,0.030985,Johnson & Johnson,USD,2147483647.0,472372215808.0,472372.215808,NYQ,"472,372.22 MM",Large Cap,"IN(1,832)",328734.08,1.0,0,,2021-10-15,0,0.0,0,18.261152,43.0
90,KOF,57.03,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.75,1.0,3.0,pHvH,0,KOF211119C00060000,60.0,1.0,0.05,0.052078,Coca-Cola FEMSA S.A.B. de C.V.,USD,210083008.0,12350701568.0,12350.701568,NYQ,"12,350.70 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,15.955476,20.0
91,KRN.DE,84.85,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.68,0.98,6.0,p-vH,1081,,,,,,Krones AG,EUR,31593100.0,2680674560.0,3137.860892,GER,"2,680.67 MM",Mid Cap,"OP(1,081)",107366.09,0.8543,0,,,0,0.0,0,,
92,LIN,313.85,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,1.0,3.0,pHvH,0,LIN211217C00330000,330.0,7.2,0.065455,0.051458,Linde plc,USD,516411008.0,162075590656.0,162075.590656,NYQ,"162,075.59 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,15.056912,5.0
93,LMT,357.17,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.09,1.0,9.0,pLvH,1786,LMT211217C00385000,385.0,4.7,0.036623,0.077918,Lockheed Martin Corporation,USD,276916000.0,98906087424.0,98906.087424,NYQ,"98,906.09 MM",Large Cap,"IN(774) EQ(1,012)",637905.64,1.0,0,,2021-12-17,1012,361456.05,0,12.872354,27.0
94,LONN.SW,762.6,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.29,2.0,pHv-,0,,,,,,Lonza Group Ltd,CHF,74283104.0,56648294400.0,61795.892222,EBS,"56,648.29 MM",Large Cap,,0.0,0.9167,0,,,0,0.0,0,,
95,LYFT,45.89,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.52,8.0,pLv-,0,LYFT211119C00062500,62.5,0.61,0.03904,0.361952,Lyft Inc.,USD,326472000.0,15385722880.0,15385.72288,NMS,"15,385.72 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,15.452931,8.0
96,MA,354.99,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.96,9.0,pLvH,0,MA211119C00400000,400.0,4.05,0.0405,0.126792,Mastercard Incorporated,USD,978828992.0,350295228416.0,350295.228416,NYQ,"350,295.23 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.590466,29.0
97,MANU,17.5,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,1.0,3.0,pHvH,61431,MANU211217C00020000,20.0,0.25,0.0375,0.142857,Manchester United plc,USD,43231600.0,2851432704.0,2851.432704,NYQ,"2,851.43 MM",Mid Cap,"IN(35,070) EQ(26,361)",1075042.5,1.0,0,,2021-12-17,26361,461317.5,0,19.617225,22.0
98,MCHP,144.84,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.56,0.42,5.0,p-v-,0,MCHP211015C00210000,210.0,0.08,0.001524,0.449876,Microchip Technology Incorporated,USD,274040000.0,39691952128.0,39691.952128,NMS,"39,691.95 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,18.46002,25.0
99,MCO,376.42,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.77,0.21,1.0,pHvL,0,MCO211119C00380000,380.0,13.8,0.145263,0.009511,Moody's Corporation,USD,186200000.0,70089408512.0,70089.408512,NYQ,"70,089.41 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,15.811709,21.0
100,MDLZ,63.49,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.5,0.13,4.0,p-vL,0,MDLZ211217C00067500,67.5,0.9,0.04,0.06316,Mondelez International Inc.,USD,1397820032.0,88747597824.0,88747.597824,NMS,"88,747.60 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.019567,34.0
101,ME,8.71,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.24,1.0,9.0,pLvH,117375,ME211217C00035000,35.0,0.1,0.008571,3.01837,23andMe Holding Co.,USD,93026600.0,3543106048.0,3543.106048,NMS,"3,543.11 MM",Mid Cap,"IN(55,742) EQ(61,633)",1022336.25,1.0,0,,2021-12-17,61633,536823.43,0,,
102,MELI,1786.54,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.8,0.83,3.0,pHvH,622,MELI211119C02300000,2300.0,21.9,0.038087,0.287405,MercadoLibre Inc.,USD,49711600.0,88811765760.0,88811.76576,NMS,"88,811.77 MM",Large Cap,IN(353) EQ(269),1111227.9,1.0,-400,IN(-2) EQ(-2),2021-11-19,269,480579.27,-200,19.155873,21.0
103,MKTX,475.5,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.68,0.07,4.0,p-vL,0,MKTX211119C00540000,540.0,5.1,0.028333,0.135647,MarketAxess Holdings Inc.,USD,38000400.0,18069190656.0,18069.190656,NMS,"18,069.19 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.286168,18.0
104,MLM,375.0,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.72,1.0,6.0,p-vH,0,MLM211217C00420000,420.0,6.8,0.032381,0.12,Martin Marietta Materials Inc.,USD,62377300.0,23391488000.0,23391.488,NYQ,"23,391.49 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,16.917446,19.0
105,MMM,194.16,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.23,0.0,7.0,pLvL,0,MMM211015C00210000,210.0,0.81,0.023143,0.081582,3M Company,USD,578638016.0,112348356608.0,112348.356608,NYQ,"112,348.36 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,17.014543,40.0
106,MRNA,382.98,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.65,1.0,6.0,p-vH,441,MRNA211015C00590000,590.0,3.8,0.038644,0.54055,Moderna Inc.,USD,403646016.0,154588348416.0,154588.348416,NMS,"154,588.35 MM",Large Cap,EQ(441),168894.18,1.0,0,,2021-10-15,441,168894.18,0,,
107,MSCI,618.86,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.93,0.84,3.0,pHvH,0,MSCI211119C00640000,640.0,24.9,0.155625,0.03416,MSCI Inc.,USD,82442304.0,51020242944.0,51020.242944,NYQ,"51,020.24 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,15.379398,15.0
108,MSFT,304.36,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.7,2.0,pHv-,3441,MSFT211119C00335000,335.0,3.15,0.037612,0.10067,Microsoft Corporation,USD,2147483647.0,2287231827968.0,2287231.827968,NMS,"2,287,231.83 MM",Large Cap,"IN(1,732) EQ(1,709)",1047302.71,1.0,-3400,IN(-17) EQ(-17),2021-11-19,1709,520151.21,-1700,19.607002,58.0
109,MSGN,0.0,2021-08-19T00:00:00.000000000,2021-08-19T00:00:00.000000000,0.0,0.98,9.0,pLvH,0,,,,,,,,,,,,,,,0.0,1.0,0,,,0,0.0,0,19.760484,14.0
110,MTB,135.7,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.25,0.4,5.0,p-v-,0,MTB211015C00150000,150.0,1.2,0.04,0.10538,M&T Bank Corporation,USD,128678000.0,17461604352.0,17461.604352,NYQ,"17,461.60 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,15.012109,23.0
111,MTN,287.44,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.05,1.0,9.0,pLvH,0,MTN211015C00330000,330.0,1.6,0.024242,0.148066,Vail Resorts Inc.,USD,40268300.0,11584493568.0,11584.493568,NYQ,"11,584.49 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,17.448655,22.0
112,MTX.DE,196.35,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.11,0.61,8.0,pLv-,9999,,,,,,MTU Aero Engines AG,EUR,53238600.0,10453399552.0,12236.216261,GER,"10,453.40 MM",Large Cap,"IN(2,974) OP(4,247) EQ(2,778)",2298143.17,0.8543,0,,,2778,638488.02,0,,
113,NDSN,230.26,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.16,1.0,pHvL,0,NDSN211217C00270000,270.0,0.15,0.000556,0.172588,Nordson Corporation,USD,58128600.0,13384690688.0,13384.690688,NMS,"13,384.69 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.443292,20.0
114,NOK,5.9,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.69,0.39,5.0,p-v-,271390,NOK211015C00008000,8.0,0.04,0.03,0.355932,Nokia Corporation,USD,2147483647.0,33397364736.0,33397.364736,NYQ,"33,397.36 MM",Large Cap,"OP(271,390)",1601201.0,1.0,0,,2021-10-15,0,0.0,0,,
115,NTES,80.63,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.05,1.0,9.0,pLvH,0,NTES211119C00095000,95.0,2.95,0.124211,0.178222,NetEase Inc.,USD,670980992.0,55407325184.0,55407.325184,NMS,"55,407.33 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.004649,21.0
116,NVDA,208.16,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.0,1.0,pHvL,0,NVDA211119C00260000,260.0,2.69,0.041385,0.249039,NVIDIA Corporation,USD,2147483647.0,518734741504.0,518734.741504,NMS,"518,734.74 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.799608,25.0
117,OI,14.51,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.05,0.19,7.0,pLvL,0,OI211119C00015000,15.0,0.95,0.253333,0.03377,O-I Glass Inc.,USD,157284000.0,2282190848.0,2282.190848,NYQ,"2,282.19 MM",Mid Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,12.936345,20.0
118,OTIS,90.02,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.87,0.99,3.0,pHvH,0,OTIS211217C00100000,100.0,0.75,0.0225,0.110864,Otis Worldwide Corporation,USD,426779008.0,38418644992.0,38418.644992,NYQ,"38,418.64 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,27.551023,2.0
119,PANW,367.46,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.15,0.35,8.0,pLv-,0,PANW211217C00450000,450.0,5.0,0.033333,0.224623,Palo Alto Networks Inc.,USD,97390896.0,35787255808.0,35787.255808,NYQ,"35,787.26 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.81,22.0
120,PAYX,115.42,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.83,0.93,3.0,pHvH,0,PAYX211217C00120000,120.0,2.75,0.06875,0.039681,Paychex Inc.,USD,359830016.0,41531580416.0,41531.580416,NMS,"41,531.58 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,16.23402,25.0
121,PDD,77.29,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.04,1.0,9.0,pLvH,5253,PDD211119C00115000,115.0,0.85,0.029565,0.487903,Pinduoduo Inc.,USD,1253289984.0,96866787328.0,96866.787328,NMS,"96,866.79 MM",Large Cap,"EQ(5,253)",406004.38,1.0,0,,2021-11-19,5253,406004.38,0,,
