,Symbol,LastStockPrice,LastStockPriceDate,ZoneYYYYMMDD,MMRatio,StdevRatio,ZoneNum,ZoneLabel,BDPos,OptionTicker,Strike,OptionBid,ImpliedYield,StrikeRatio,LongName,Currency,ShareOut,MarketCap,MarketCapUSD,Exchange,MarketCapComma,MarketCapLabel,BDPosDetails,BDPosUSDValue,ExchangeRate,BDCallOptPos,BDCallOptDets,OptionExpiry,BDEQPos,BDEQPosUSDValue,BDEQCallOptPos,MaxBTStrikeRatio,BTStrikeCount
15,AMS.MC,50.42,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.97,9.0,pLvH,48095,,,,,,Amadeus IT Group S.A.,EUR,449630016.0,22670344192.0,26536.74844,MCE,"22,670.34 MM",Large Cap,"IN(10,845) OP(28,466) EQ(8,784)",2838522.54,0.8543,0,,,8784,518423.58,0,,
16,AMT,290.82,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.04,1.0,pHvL,2708,AMT211015C00390000,390.0,0.05,0.000513,0.341036,American Tower Corporation (REIT),USD,455140992.0,132364107776.0,132364.107776,NYQ,"132,364.11 MM",Large Cap,"IN(1,605) EQ(1,103)",787540.58,1.0,-2700,IN(-16) EQ(-11),2021-10-15,1103,320774.47,-1100,19.961616,24.0
17,AMZN,3199.95,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.02,0.77,9.0,pLvH,467,AMZN211119C03600000,3600.0,38.1,0.042333,0.125018,Amazon.com Inc.,USD,506440992.0,1620585873408.0,1620585.873408,NMS,"1,620,585.87 MM",Large Cap,IN(260) EQ(207),1494376.63,1.0,0,,2021-11-19,207,662389.64,0,19.721378,45.0
18,ANET,369.86,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.4,0.0,4.0,p-vL,0,ANET211217C00420000,420.0,6.4,0.045714,0.135565,Arista Networks Inc.,USD,76716600.0,28374401024.0,28374.401024,NYQ,"28,374.40 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.924621,20.0
19,ANGI,10.28,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.08,0.97,9.0,pLvH,314762,ANGI211119C00015000,15.0,0.1,0.026667,0.459144,Angi Inc.,USD,82218000.0,5183124480.0,5183.12448,NMS,"5,183.12 MM",Mid Cap,"IN(38,753) OP(240,423) EQ(35,586)",3235753.36,1.0,0,,2021-11-19,35586,365824.08,0,19.047619,10.0
20,ANSS,362.22,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.71,0.13,4.0,p-vL,0,ANSS211119C00400000,400.0,5.9,0.04425,0.104301,ANSYS Inc.,USD,87252496.0,31604598784.0,31604.598784,NMS,"31,604.60 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,17.899246,21.0
21,AON,279.37,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.97,1.0,3.0,pHvH,2772,AON211217C00330000,330.0,1.5,0.013636,0.181229,Aon plc,USD,225747008.0,63066939392.0,63066.939392,NYQ,"63,066.94 MM",Large Cap,"IN(1,499) EQ(1,273)",774413.63,1.0,0,,2021-12-17,1273,355638.0,0,18.213291,22.0
22,APH,74.47,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,1.0,3.0,pHvH,0,APH211217C00075000,75.0,3.4,0.136,0.007117,Amphenol Corporation,USD,598185024.0,44546838528.0,44546.838528,NYQ,"44,546.84 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.094879,21.0
23,ASR,167.93,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,1.0,9.0,pLvH,0,ASR211217C00195000,195.0,2.0,0.030769,0.161198,Grupo Aeroportuario del Sureste S. A. B. de C. V.,USD,30000000.0,5044197376.0,5044.197376,NYQ,"5,044.20 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,23.374771,15.0
24,ATL.MI,15.75,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.71,0.79,6.0,p-vH,126336,,,,,,Atlantia SpA,EUR,818824000.0,12896478208.0,15095.959508,MIL,"12,896.48 MM",Large Cap,"OP(126,336)",2329149.01,0.8543,0,,,0,0.0,0,,
25,ATHM,37.72,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.01,0.54,8.0,pLv-,38396,ATHM211217C00050000,50.0,0.9,0.054,0.325557,Autohome Inc.,USD,124980000.0,4714245632.0,4714.245632,NYQ,"4,714.25 MM",Mid Cap,"OP(38,396)",1448297.16,1.0,0,,2021-12-17,0,0.0,0,,
26,AVGO,475.17,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.54,0.0,4.0,p-vL,1458,AVGO211119C00520000,520.0,7.5,0.057692,0.094345,Broadcom Inc.,USD,410260992.0,194943713280.0,194943.71328,NMS,"194,943.71 MM",Large Cap,IN(804) EQ(654),692797.88,1.0,-1400,IN(-8) EQ(-6),2021-11-19,654,310761.19,-600,19.544061,34.0
27,B3SA3.SA,14.2,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.18,1.0,9.0,pLvH,0,,,,,,B3 S.A. - Brasil Bolsa Balcão,BRL,2147483647.0,86234333184.0,16037.629381,SAO,"86,234.33 MM",Large Cap,,0.0,5.377,0,,,0,0.0,0,,
28,BAX,75.19,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.15,0.99,9.0,pLvH,0,BAX211119C00085000,85.0,0.45,0.021176,0.130469,Baxter International Inc.,USD,499910016.0,37588234240.0,37588.23424,NYQ,"37,588.23 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.521906,27.0
29,BAYN.DE,47.41,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.18,0.8,9.0,pLvH,0,,,,,,Bayer Aktiengesellschaft,EUR,982424000.0,46576721920.0,54520.334683,GER,"46,576.72 MM",Large Cap,,0.0,0.8543,0,,,0,0.0,0,,
30,BDX,249.3,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.61,0.47,5.0,p-v-,0,BDX211217C00280000,280.0,1.55,0.016607,0.123145,Becton Dickinson and Company,USD,287190016.0,71596474368.0,71596.474368,NYQ,"71,596.47 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.743424,24.0
31,BEKE,16.11,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,1.0,9.0,pLvH,74938,BEKE211015C00085000,85.0,0.15,0.007059,4.276226,KE Holdings Inc.,USD,1190899968.0,19185399808.0,19185.399808,NYQ,"19,185.40 MM",Large Cap,"OP(74,938)",1207251.25,1.0,0,,2021-10-15,0,0.0,0,,
32,BIIB,341.74,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.23,0.0,7.0,pLvL,1976,BIIB211015C00560000,560.0,0.78,0.004179,0.638673,Biogen Inc.,USD,149032992.0,50930532352.0,50930.532352,NMS,"50,930.53 MM",Large Cap,"IN(902) EQ(1,074)",675278.22,1.0,0,,2021-10-15,1074,367028.75,0,19.855359,32.0
33,BIDU,137.65,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,1.0,9.0,pLvH,0,BIDU211119C00180000,180.0,1.59,0.035333,0.307664,Baidu Inc.,USD,348059008.0,47910322176.0,47910.322176,NMS,"47,910.32 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,,
34,BKNG,2074.74,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.03,0.14,7.0,pLvL,0,BKNG211217C02600000,2600.0,16.2,0.018692,0.253169,Booking Holdings Inc.,USD,41059800.0,85188411392.0,85188.411392,NMS,"85,188.41 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.664375,20.0
35,BLK,917.17,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.91,0.32,2.0,pHv-,0,BLK211015C01320000,1320.0,2.39,0.005432,0.43921,BlackRock Inc.,USD,152196000.0,139589599232.0,139589.599232,NYQ,"139,589.60 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,19.116369,23.0
36,BR,174.54,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.87,0.94,3.0,pHvH,0,BR211217C00190000,190.0,2.0,0.031579,0.088576,Broadridge Financial Solutions Inc.,USD,116168000.0,20275961856.0,20275.961856,NYQ,"20,275.96 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.861764,18.0
37,BX,113.3,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.84,0.92,3.0,pHvH,0,BX211217C00130000,130.0,1.26,0.029077,0.147396,Blackstone Inc.,USD,685948992.0,81046888448.0,81046.888448,NYQ,"81,046.89 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,14.029022,21.0
38,CBOE,129.76,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.37,2.0,pHv-,8402,CBOE211217C00155000,155.0,0.9,0.017419,0.194513,Cboe Global Markets Inc.,USD,106623000.0,13835400192.0,13835.400192,BTS,"13,835.40 MM",Large Cap,"IN(4,453) EQ(3,949)",1090243.48,1.0,0,,2021-12-17,3949,512422.22,0,18.550299,24.0
39,CDLX,81.21,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.06,1.0,9.0,pLvH,0,CDLX211217C00100000,100.0,5.3,0.159,0.231375,Cardlytics Inc.,USD,33040100.0,2683186432.0,2683.186432,NGM,"2,683.19 MM",Mid Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,13.772455,2.0
40,CERN,78.96,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.43,0.0,4.0,p-vL,0,CERN211217C00085000,85.0,1.9,0.067059,0.076494,Cerner Corporation,USD,295585984.0,23339468800.0,23339.4688,NMS,"23,339.47 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.363397,26.0
41,CL,78.8,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.11,0.77,9.0,pLvH,0,CL211119C00082500,82.5,1.0,0.048485,0.046954,Colgate-Palmolive Company,USD,843513024.0,66468827136.0,66468.827136,NYQ,"66,468.83 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,16.76962,32.0
42,CME,198.36,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.04,0.5,8.0,pLv-,798,CME211119C00210000,210.0,4.0,0.07619,0.058681,CME Group Inc.,USD,359135008.0,71238606848.0,71238.606848,NMS,"71,238.61 MM",Large Cap,EQ(798),158291.28,1.0,0,,2021-11-19,798,158291.28,0,18.059264,27.0
43,CMG,1891.54,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.98,0.91,3.0,pHvH,0,CMG211217C02150000,2150.0,32.9,0.045907,0.13664,Chipotle Mexican Grill Inc.,USD,28094900.0,53142626304.0,53142.626304,NYQ,"53,142.63 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.719232,29.0
44,COIN,257.32,2021-08-20T00:00:00.000000000,,,,,,3845,COIN211217C00390000,390.0,5.1,0.039231,0.515623,Coinbase Global Inc.,USD,141790000.0,67392110592.0,67392.110592,NMS,"67,392.11 MM",Large Cap,"IN(1,640) EQ(2,205)",989395.43,1.0,1800,IN(-10) EQ(--50) EQ(-22),2021-12-17,2205,567390.62,2800,,
45,COTY,7.86,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.06,0.42,8.0,pLv-,254449,COTY211119C00012000,12.0,0.08,0.026667,0.526718,Coty Inc.,USD,766107008.0,6021601280.0,6021.60128,NYQ,"6,021.60 MM",Mid Cap,"OP(254,449)",1999969.14,1.0,0,,2021-11-19,0,0.0,0,19.375574,25.0
46,CRM,256.13,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.03,1.0,pHvL,6552,CRM211119C00300000,300.0,3.55,0.047333,0.17128,salesforce.com inc.,USD,971529024.0,248837734400.0,248837.7344,NYQ,"248,837.73 MM",Large Cap,"IN(3,119) EQ(3,433)",1678163.79,1.0,-6500,IN(-31) EQ(-34),2021-11-19,3433,879294.31,-3400,19.432348,33.0
47,CSU.TO,2149.76,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,1.0,3.0,pHvH,438,,,,,,Constellation Software Inc.,CAD,21191500.0,45556637696.0,35532.827155,TOR,"45,556.64 MM",Large Cap,IN(199) EQ(239),734416.1,1.2821,0,,,239,400743.03,0,,
48,CTVA,41.94,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.22,0.01,7.0,pLvL,18698,CTVA211217C00048000,48.0,0.6,0.0375,0.144492,Corteva Inc.,USD,734185024.0,30791718912.0,30791.718912,NYQ,"30,791.72 MM",Large Cap,"IN(10,050) EQ(8,648)",784194.1,1.0,0,,2021-12-17,8648,362697.11,0,19.840208,6.0
49,DB1.DE,151.3,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.0,1.0,pHvL,7828,,,,,,Deutsche Börse AG,EUR,183520992.0,27766726656.0,32502.313773,GER,"27,766.73 MM",Large Cap,"IN(4,198) EQ(3,630)",1386370.62,0.8543,0,,,3630,642887.76,0,,
50,DD,72.85,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.03,0.0,7.0,pLvL,0,DD211015C00125000,125.0,0.4,0.0128,0.715854,DuPont de Nemours Inc.,USD,523056992.0,38104702976.0,38104.702976,NYQ,"38,104.70 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,14.854513,5.0
51,DEC.PA,21.7,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.49,8.0,pLv-,0,,,,,,JCDecaux SA,EUR,212868000.0,4619235840.0,5407.041835,PAR,"4,619.24 MM",Mid Cap,,0.0,0.8543,0,,,0,0.0,0,,
52,DHR,321.54,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.96,3.0,pHvH,0,DHR211217C00350000,350.0,6.7,0.057429,0.088512,Danaher Corporation,USD,713900032.0,229547425792.0,229547.425792,NYQ,"229,547.43 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.556558,17.0
53,DIS,175.12,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.23,0.06,7.0,pLvL,0,DIS211119C00200000,200.0,1.83,0.0366,0.142074,The Walt Disney Company,USD,1817129984.0,318215782400.0,318215.7824,NYQ,"318,215.78 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.840211,44.0
54,DPZ,509.52,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.67,0.72,5.0,p-v-,0,DPZ211217C00580000,580.0,6.1,0.031552,0.138326,Domino's Pizza Inc.,USD,36854200.0,18777952256.0,18777.952256,NYQ,"18,777.95 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,18.343194,24.0
55,DUFN.SW,46.23,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.93,9.0,pLvH,0,,,,,,Dufry AG,CHF,90785696.0,4197022720.0,4578.403753,EBS,"4,197.02 MM",Mid Cap,,0.0,0.9167,0,,,0,0.0,0,,
56,DXCM,518.99,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.96,0.77,3.0,pHvH,0,DXCM211217C00620000,620.0,12.3,0.059516,0.194628,DexCom Inc.,USD,96748896.0,50211708928.0,50211.708928,NMS,"50,211.71 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,24.367802,16.0
57,ECL,222.06,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.48,2.0,pHv-,0,ECL211015C00230000,230.0,2.5,0.065217,0.035756,Ecolab Inc.,USD,285936992.0,63528480768.0,63528.480768,NYQ,"63,528.48 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,19.7411,25.0
58,EDU,1.82,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.85,9.0,pLvH,833000,EDU211217C00007000,7.0,0.05,0.021429,2.846154,New Oriental Education & Technology Group Inc.,USD,1701660032.0,3097021440.0,3097.02144,NYQ,"3,097.02 MM",Mid Cap,"IN(174,984) OP(500,581) EQ(157,435)",1516060.0,1.0,0,,2021-12-17,157435,286531.7,0,,
59,EFX,258.51,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.9,0.34,2.0,pHv-,0,EFX211119C00270000,270.0,9.0,0.133333,0.044447,Equifax Inc.,USD,121837000.0,31496083456.0,31496.083456,NYQ,"31,496.08 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.563684,21.0
60,EL,330.18,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.9,0.74,2.0,pHv-,0,EL211015C00360000,360.0,1.55,0.025833,0.090314,The Estée Lauder Companies Inc.,USD,233244992.0,119694213120.0,119694.21312,NYQ,"119,694.21 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,18.579206,23.0
61,EMR,101.7,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.8,1.0,3.0,pHvH,0,EMR211217C00110000,110.0,2.05,0.055909,0.081613,Emerson Electric Co.,USD,597800000.0,60796256256.0,60796.256256,NYQ,"60,796.26 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.736577,25.0
62,ETSY,199.27,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.78,0.0,1.0,pHvL,4117,ETSY211217C00250000,250.0,6.6,0.0792,0.254579,Etsy Inc.,USD,126577000.0,25223000064.0,25223.000064,NMS,"25,223.00 MM",Large Cap,"IN(2,045) EQ(2,072)",820394.61,1.0,0,,2021-12-17,2072,412887.45,0,18.231258,14.0
63,EVD.DE,53.44,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.1,0.35,8.0,pLv-,0,,,,,,CTS Eventim AG & Co. KGaA,EUR,95991296.0,5129774592.0,6004.652455,GER,"5,129.77 MM",Mid Cap,,0.0,0.8543,0,,,0,0.0,0,,
64,EXPN.L,3199.0,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.91,0.82,3.0,pHvH,0,,,,,,Experian plc,GBp,921955008.0,29493342208.0,29493.342208,LSE,"29,493.34 MM",Large Cap,,0.0,1.0,0,,,0,0.0,0,,
65,FAST,55.47,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.92,1.0,3.0,pHvH,0,FAST211119C00060000,60.0,0.65,0.043333,0.081666,Fastenal Company,USD,574739008.0,31880773632.0,31880.773632,NMS,"31,880.77 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,17.9941,23.0
66,FB,359.37,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.68,0.0,4.0,p-vL,4081,FB211119C00410000,410.0,4.3,0.041951,0.140885,Facebook Inc.,USD,2147483647.0,1013222211584.0,1013222.211584,NMS,"1,013,222.21 MM",Large Cap,"IN(2,122) EQ(1,959)",1466588.95,1.0,-4000,IN(-21) EQ(-19),2021-11-19,1959,704005.82,-1900,18.006388,48.0
67,FLT,257.83,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.45,0.0,4.0,p-vL,3976,FLT211119C00290000,290.0,3.6,0.037241,0.124772,FLEETCOR Technologies Inc.,USD,82604096.0,21297813504.0,21297.813504,NYQ,"21,297.81 MM",Large Cap,"IN(2,020) EQ(1,956)",1025132.03,1.0,0,,2021-11-19,1956,504315.45,0,17.214971,21.0
68,FMX,85.54,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.51,0.38,5.0,p-v-,0,FMX211015C00090000,90.0,1.0,0.066667,0.052139,Fomento Económico Mexicano S.A.B. de C.V.,USD,357823008.0,30608181248.0,30608.181248,NYQ,"30,608.18 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,19.792365,23.0
69,FTDR,41.54,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.02,1.0,9.0,pLvH,13939,FTDR211015C00055000,55.0,1.25,0.045455,0.324025,Frontdoor Inc.,USD,85747104.0,3561934848.0,3561.934848,NMS,"3,561.93 MM",Mid Cap,"IN(7,965) EQ(5,974)",579026.07,1.0,0,,2021-10-15,5974,248159.97,0,19.172796,5.0
70,FTV,73.43,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.67,1.0,6.0,p-vH,0,FTV211217C00080000,80.0,1.35,0.050625,0.089473,Fortive Corporation,USD,358391008.0,26316652544.0,26316.652544,NYQ,"26,316.65 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,,
71,FUL,65.71,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.56,0.43,5.0,p-v-,0,FUL211119C00070000,70.0,1.4,0.08,0.065287,H.B. Fuller Company,USD,52534600.0,3452048640.0,3452.04864,NYQ,"3,452.05 MM",Mid Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.968015,20.0
72,GDDY,70.46,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.05,1.0,9.0,pLvH,0,GDDY211119C00082500,82.5,0.8,0.038788,0.170877,GoDaddy Inc.,USD,168830000.0,11922465792.0,11922.465792,NYQ,"11,922.47 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,19.588612,22.0
73,GGG,76.97,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.69,0.85,6.0,p-vH,0,GGG211119C00080000,80.0,1.4,0.0525,0.039366,Graco Inc.,USD,169742000.0,13065041920.0,13065.04192,NYQ,"13,065.04 MM",Large Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,18.330465,17.0
74,GOOGL,2748.59,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.95,0.99,3.0,pHvH,265,GOOGL211119C03000000,3000.0,39.3,0.0524,0.091469,Alphabet Inc.,USD,301084992.0,1840637280256.0,1840637.280256,NMS,"1,840,637.28 MM",Large Cap,IN(97) EQ(168),728376.37,1.0,-100,EQ(-1),2021-11-19,168,461763.13,-100,19.278228,44.0
75,GRF.MC,21.35,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.28,0.88,6.0,p-vH,0,,,,,,Grifols S.A.,EUR,426129984.0,12408085504.0,14524.271923,MCE,"12,408.09 MM",Large Cap,,0.0,0.8543,0,,,0,0.0,0,,
76,GRMN,170.43,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,1.0,3.0,pHvH,59,GRMN211015C00185000,185.0,0.9,0.029189,0.08549,Garmin Ltd.,USD,192322000.0,32777437184.0,32777.437184,NMS,"32,777.44 MM",Large Cap,IN(59),10055.37,1.0,0,,2021-10-15,0,0.0,0,17.817659,20.0
77,HEIA.AS,91.5,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.0,0.97,9.0,pLvH,6738,,,,,,Heineken N.V.,EUR,575740032.0,52680212480.0,61664.769378,AMS,"52,680.21 MM",Large Cap,"IN(4,108) EQ(2,630)",721675.06,0.8543,0,,,2630,281686.76,0,,
78,HHC,87.6,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.08,0.57,8.0,pLv-,0,HHC211015C00115000,115.0,0.38,0.013217,0.312785,The Howard Hughes Corporation,USD,55126300.0,4871234560.0,4871.23456,NYQ,"4,871.23 MM",Mid Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,18.407868,22.0
79,HON,227.7,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.73,1.0,6.0,p-vH,0,HON211217C00250000,250.0,3.1,0.0372,0.097936,Honeywell International Inc.,USD,690398976.0,157203841024.0,157203.841024,NMS,"157,203.84 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,13.12909,7.0
80,HUYA,9.71,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.03,1.0,9.0,pLvH,0,HUYA211015C00030000,30.0,0.1,0.013333,2.089598,HUYA Inc.,USD,237100000.0,2302241024.0,2302.241024,NYQ,"2,302.24 MM",Mid Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,,
81,ILMN,486.71,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.52,0.08,4.0,p-vL,0,ILMN211217C00580000,580.0,6.0,0.031034,0.191675,Illumina Inc.,USD,146700000.0,71400357888.0,71400.357888,NMS,"71,400.36 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.457848,22.0
82,INFO,118.1,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.82,0.54,2.0,pHv-,0,INFO211015C00130000,130.0,0.65,0.025,0.100762,IHS Markit Ltd.,USD,398612000.0,47076077568.0,47076.077568,NYQ,"47,076.08 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,19.553669,18.0
83,INTU,545.3,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,1.0,0.11,1.0,pHvL,1056,INTU211217C00640000,640.0,5.2,0.024375,0.173666,Intuit Inc.,USD,273259008.0,149008138240.0,149008.13824,NMS,"149,008.14 MM",Large Cap,IN(456) EQ(600),575836.79,1.0,-1000,IN(-4) EQ(-6),2021-12-17,600,327179.99,-600,15.086836,23.0
84,IPGP,167.37,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.04,1.0,9.0,pLvH,0,IPGP211119C00195000,195.0,2.6,0.053333,0.165083,IPG Photonics Corporation,USD,53497000.0,8953792512.0,8953.792512,NMS,"8,953.79 MM",Mid Cap,,0.0,1.0,0,,2021-11-19,0,0.0,0,17.267661,18.0
85,ISRG,1043.82,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.94,0.76,3.0,pHvH,0,ISRG211015C01180000,1180.0,6.6,0.033559,0.130463,Intuitive Surgical Inc.,USD,118899000.0,124109144064.0,124109.144064,NMS,"124,109.14 MM",Large Cap,,0.0,1.0,0,,2021-10-15,0,0.0,0,19.608598,24.0
86,IT,302.4,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.91,1.0,3.0,pHvH,0,IT211217C00350000,350.0,5.1,0.043714,0.157407,Gartner Inc.,USD,83648800.0,25295396864.0,25295.396864,NYQ,"25,295.40 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,17.069905,20.0
87,ITW,230.57,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.72,0.02,4.0,p-vL,0,ITW211217C00250000,250.0,3.2,0.0384,0.084269,Illinois Tool Works Inc.,USD,314968000.0,72622170112.0,72622.170112,NYQ,"72,622.17 MM",Large Cap,,0.0,1.0,0,,2021-12-17,0,0.0,0,19.717855,26.0
88,JKHY,177.13,2021-08-20T00:00:00.000000000,2021-08-20T00:00:00.000000000,0.91,0.32,2.0,pHv-,4841,JKHY211217C00195000,195.0,2.45,0.037692,0.100886,Jack Henry & Associates Inc.,USD,74185600.0,13140495360.0,13140.49536,NMS,"13,140.50 MM",Large Cap,"IN(2,523) EQ(2,318)",857486.35,1.0,-4800,IN(-25) EQ(-23),2021-12-17,2318,410587.35,-2300,17.947712,20.0
